K,d,repeat,seed,acc,rs_z_a,kla_z_l,kla_a_l,scale,learning_rate,weight_decay,dropout,job_dir,repeat_result_dir
0,4,0,12345,29.246675491333,0.038415643065,0.001258451773,0.047079462651,16,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,4,1,12346,35.745937347412,0.038418061712,0.002803423748,0.047079462651,16,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,4,2,12347,34.121124267578,0.038421886514,0.001787094537,0.047079462651,16,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,4,3,12348,32.348598480225,0.038426460626,0.001449696471,0.047079462651,16,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,4,4,12349,29.837518692017,0.038429322376,0.001012232282,0.047079462651,16,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,4,5,12350,28.064992904663,0.038427000102,0.001741602907,0.047079462651,16,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,4,6,12351,33.530281066895,0.038426496996,0.001440457771,0.047079462651,16,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,4,7,12352,33.087150573730,0.038413232204,0.001585621442,0.047079462651,16,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,4,8,12353,35.302806854248,0.038421620196,0.001478446188,0.047079462651,16,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,4,9,12354,31.166912078857,0.038421538450,0.002269274092,0.047079462651,16,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=4/scale=16/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,8,0,12345,38.995567321777,0.054279586060,0.002022121023,0.047079462651,256,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,8,1,12346,39.290988922119,0.054296721197,0.001659695517,0.047079462651,256,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,8,2,12347,38.109306335449,0.054278240125,0.002014639622,0.047079462651,256,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,8,3,12348,35.302806854248,0.054292585142,0.002657651604,0.047079462651,256,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,8,4,12349,36.189067840576,0.054302535207,0.002093022953,0.047079462651,256,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,8,5,12350,37.370754241943,0.054288870555,0.001926828830,0.047079462651,256,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,8,6,12351,35.598228454590,0.054303860682,0.002322907179,0.047079462651,256,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,8,7,12352,37.223041534424,0.054283272697,0.001604859994,0.047079462651,256,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,8,8,12353,37.813884735107,0.054260487983,0.002482716857,0.047079462651,256,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,8,9,12354,37.075332641602,0.054296864477,0.002412455180,0.047079462651,256,0.01,0,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=8/scale=256/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,16,0,12345,43.870014190674,0.076697892770,0.003603506600,0.047079462651,64,0.01,0.0001,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,16,1,12346,46.528800964355,0.076667788718,0.003731323875,0.047079462651,64,0.01,0.0001,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,16,2,12347,48.596748352051,0.076682159815,0.003990293547,0.047079462651,64,0.01,0.0001,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,16,3,12348,46.085670471191,0.076691444276,0.003956507100,0.047079462651,64,0.01,0.0001,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,16,4,12349,43.574592590332,0.076662508684,0.004083513074,0.047079462651,64,0.01,0.0001,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,16,5,12350,47.267353057861,0.076633056377,0.004522182735,0.047079462651,64,0.01,0.0001,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,16,6,12351,45.199409484863,0.076686031541,0.004255711605,0.047079462651,64,0.01,0.0001,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,16,7,12352,47.858196258545,0.076697212944,0.003510599209,0.047079462651,64,0.01,0.0001,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,16,8,12353,43.870014190674,0.076629151120,0.004138702319,0.047079462651,64,0.01,0.0001,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,16,9,12354,47.119644165039,0.076638809025,0.003185016835,0.047079462651,64,0.01,0.0001,0.25,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=16/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,32,0,12345,52.437221527100,0.108130011201,0.005024803252,0.047079462651,64,0.01,0.0001,0.5,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,32,1,12346,50.960117340088,0.108104507294,0.004814134968,0.047079462651,64,0.01,0.0001,0.5,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,32,2,12347,48.153617858887,0.108166748789,0.004730592712,0.047079462651,64,0.01,0.0001,0.5,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,32,3,12348,54.652881622314,0.108115343922,0.005796433516,0.047079462651,64,0.01,0.0001,0.5,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,32,4,12349,50.369274139404,0.108125409216,0.004409398643,0.047079462651,64,0.01,0.0001,0.5,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,32,5,12350,48.005908966064,0.108102455292,0.004321459840,0.047079462651,64,0.01,0.0001,0.5,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
0,32,6,12351,50.812404632568,0.108136778567,0.004591552245,0.047079462651,64,0.01,0.0001,0.5,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1,/data/hzw/Rethinking_DP_GNN_runtime/paper_experiments/figure10/x_steps=0.yaml/dataset=cora/feature=random_normal/feature_dim=32/scale=64/random_normal_mean=0/random_normal_std=1/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false/sanity_check=true/node_ratio=1/final_repeat10
