source,line_label,mechanism,mechanism_label,x_eps,x_eps_label,x_index,n,candidate_id,verify_rank,x_steps,learning_rate,weight_decay,dropout,tao2,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,test_acc_ci_low,test_acc_ci_high,source_job_dir,point_id,bootstrap_key,bootstrap_val_key
sim,SIM-MBM,mbm,MBM,9,9,13,20,192,2,32,0.01,0.01,0.75,none,85.34711799621581,1.4001568333538996,84.50516815185547,1.3460467522374397,83.95827023506165,85.08880807876588,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=9/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_02a3c9c2976591cf,sim|mbm|9,sim|mbm|9
sim,SIM-MBM,mbm,MBM,10,10,14,20,228,1,64,0.01,0.01,0.75,none,85.30280494689941,1.443686196487907,84.68242111206055,1.3063900970731457,84.14327850341797,85.2439056301117,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=10/mechanism=mbm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_a5ff03aa55711b79,sim|mbm|10,sim|mbm|10
ldp,LDP-PM,pm,PM,0.00001,1e-5,0,20,85,4,4,0.001,0,0.25,none,78.05022163391114,2.3698697822683497,77.33382530212403,2.6975819100253884,76.13737067222594,78.4940914440155,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=1e-05/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_957ba2da8ad31d3c,ldp|pm|0.00001,ldp|pm|0.00001
ldp,LDP-PM,pm,PM,0.0001,1e-4,1,20,94,3,4,0.001,0.01,0.25,none,78.03545112609864,2.320265731332837,77.34859695434571,2.7468524405062107,76.12998615264893,78.50830917358398,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=0.0001/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_87b8d6ed9b1167fb,ldp|pm|0.0001,ldp|pm|0.0001
ldp,LDP-PM,pm,PM,0.001,0.001,2,20,91,1,4,0.001,0.001,0.25,none,78.0280647277832,2.385072766158391,77.56277694702149,2.346250339920268,76.61004520416259,78.57477833747863,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=0.001/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_dc32b384cfc82e3e,ldp|pm|0.001,ldp|pm|0.001
ldp,LDP-PM,pm,PM,0.01,0.01,3,20,88,2,4,0.001,0.0001,0.25,none,78.13146171569824,2.3606820874988004,77.43722267150879,2.2696146196061253,76.49889109611512,78.47211992263793,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=0.01/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_9dda24fd9f6e8b66,ldp|pm|0.01,ldp|pm|0.01
ldp,LDP-PM,pm,PM,0.1,0.1,4,20,94,5,4,0.001,0.01,0.25,none,78.47858200073242,2.210260267478951,77.81388359069824,2.3323591813742914,76.80945281028747,78.84822618484498,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=0.1/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_e9b2a59fc2abf35a,ldp|pm|0.1,ldp|pm|0.1
ldp,LDP-PM,pm,PM,1,1,5,20,251,3,64,0.0001,0.01,0.5,none,84.09896507263184,1.4162018028497736,83.36779747009277,1.4146805844919117,82.77677116394044,83.95882490158081,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=1/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_9b162fc60b5c191c,ldp|pm|1,ldp|pm|1
ldp,LDP-PM,pm,PM,2,2,6,20,250,5,64,0.0001,0.01,0.25,none,84.36484336853027,1.4250934352626126,83.57459182739258,1.2882449368507851,83.0718223285675,84.15066261291504,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=2/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_9829a30e8cd330b5,ldp|pm|2,ldp|pm|2
ldp,LDP-PM,pm,PM,3,3,7,20,249,5,64,0.0001,0.001,0.75,none,84.32791633605957,1.4158962195696299,83.92171249389648,1.220193846568406,83.41192628860473,84.43149832725526,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=3/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_7354b509a0c3800e,ldp|pm|3,ldp|pm|3
ldp,LDP-PM,pm,PM,4,4,8,20,238,4,64,0.001,0.01,0.25,none,84.01033935546874,1.9294089140437505,83.64844779968261,1.467824082393149,83.01310842514037,84.26883164405824,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=4/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_eb13fae5769c21a8,ldp|pm|4,ldp|pm|4
ldp,LDP-PM,pm,PM,5,5,9,20,203,1,32,0.001,0.01,0.5,none,83.74445991516113,1.4983112281535627,83.50073776245117,1.5895182835036221,82.82846987724305,84.12869261741639,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=5/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_be0e2fe71cf3f3bf,ldp|pm|5,ldp|pm|5
ldp,LDP-PM,pm,PM,6,6,10,20,202,2,32,0.001,0.01,0.25,none,83.63367614746093,1.6947616992514027,83.33825645446777,1.4713409174305796,82.73264387130737,83.98098255157471,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=6/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_b006628503ba9d8f,ldp|pm|6,ldp|pm|6
ldp,LDP-PM,pm,PM,7,7,11,20,248,5,64,0.0001,0.001,0.5,none,84.5716381072998,1.5502930696048598,84.09896507263184,1.3100552523813433,83.56702344894408,84.66044960021972,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=7/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_34d7b20e79c40a09,ldp|pm|7,ldp|pm|7
ldp,LDP-PM,pm,PM,8,8,12,20,238,4,64,0.001,0.01,0.25,none,84.4165428161621,1.7128928211235555,84.06203727722168,1.5312321490016294,83.37481459617615,84.68980600357055,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=8/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_f70c467731e97468,ldp|pm|8,ldp|pm|8
ldp,LDP-PM,pm,PM,9,9,13,20,203,4,32,0.001,0.01,0.5,none,84.18759193420411,1.6912843146761372,83.92909812927246,1.7670751035665337,83.21233292579652,84.7193485546112,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=9/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_c4f839c61c6d9625,ldp|pm|9,ldp|pm|9
ldp,LDP-PM,pm,PM,10,10,14,20,245,5,64,0.0001,0.0001,0.5,none,84.43131256103516,1.4905704355069391,83.9734115600586,1.2738128170865162,83.43389891624452,84.54228095054627,historical/paper_experiments/figure4_final/figure4_ori.yaml/dataset=cora/feature=raw/mechanism=pm/x_eps=10/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_7c71359f94198c89,ldp|pm|10,ldp|pm|10
sim,SIM-PM,pm,PM,0.00001,1e-5,0,20,88,3,4,0.001,0.0001,0.25,none,78.04283561706544,2.364473223335438,77.11964569091796,2.150109757510465,76.21067272186279,78.06499291419983,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=1e-05/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_c7f7689dd7f359e5,sim|pm|0.00001,sim|pm|0.00001
sim,SIM-PM,pm,PM,0.0001,1e-4,1,20,94,3,4,0.001,0.01,0.25,none,78.03545036315919,2.31877940488068,77.2895133972168,2.1992060725688454,76.35893743515015,78.19811782836913,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=0.0001/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_818b2ce2bca3699a,sim|pm|0.0001,sim|pm|0.0001
sim,SIM-PM,pm,PM,0.001,0.001,2,20,88,4,4,0.001,0.0001,0.25,none,78.06499252319335,2.338701444212124,77.25997009277344,2.0408228144288527,76.43223722457887,78.15417289733887,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=0.001/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_4678fa60d1a1628c,sim|pm|0.001,sim|pm|0.001
sim,SIM-PM,pm,PM,0.01,0.01,3,20,94,4,4,0.001,0.01,0.25,none,78.1462329864502,2.330326778833488,77.3559814453125,2.210780424630091,76.42540622711181,78.27935605049134,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=0.01/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_5d1adfdfb6e210a9,sim|pm|0.01,sim|pm|0.01
sim,SIM-PM,pm,PM,0.1,0.1,4,20,94,3,4,0.001,0.01,0.25,none,78.57459335327148,2.0509266015278933,77.8729694366455,2.2037560937308154,76.956795835495,78.81831591606141,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=0.1/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_472ab1537094616e,sim|pm|0.1,sim|pm|0.1
sim,SIM-PM,pm,PM,1,1,5,20,247,5,64,0.0001,0.001,0.25,none,83.92171249389648,1.7134108473798781,83.87739906311035,1.2897369939671994,83.37518347740173,84.43869857788086,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=1/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_238a098ac5af445d,sim|pm|1,sim|pm|1
sim,SIM-PM,pm,PM,2,2,6,20,192,2,32,0.01,0.01,0.75,none,84.38700141906739,1.2442614784250996,83.78877258300781,1.5835652617962561,83.11650581359864,84.4608551120758,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=2/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_7904e332a47ba54d,sim|pm|2,sim|pm|2
sim,SIM-PM,pm,PM,3,3,7,20,227,5,64,0.01,0.01,0.5,none,85.35450439453125,1.2654688638311584,84.18020629882812,1.1970345489902365,83.65583494186401,84.71953391075135,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=3/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_7b2d183f7697d693,sim|pm|3,sim|pm|3
sim,SIM-PM,pm,PM,4,4,8,20,227,2,64,0.01,0.01,0.5,none,85.54652824401856,1.5004567587655555,84.83013191223145,1.1168358837032437,84.32791632652282,85.31776120185852,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=4/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_39e3d2adbbcf19b6,sim|pm|4,sim|pm|4
sim,SIM-PM,pm,PM,5,5,9,20,227,1,64,0.01,0.01,0.5,none,85.08862533569337,2.0136320102757783,84.15804977416992,2.373489182139796,83.04892881393432,85.05188329696655,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=5/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_4f371d7a2299727d,sim|pm|5,sim|pm|5
sim,SIM-PM,pm,PM,6,6,10,20,192,2,32,0.01,0.01,0.75,none,85.22895050048828,1.433708447739996,84.34268722534179,1.5320569853357844,83.67762105941773,84.99261362075805,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=6/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_8daa9de7cfa5e570,sim|pm|6,sim|pm|6
sim,SIM-PM,pm,PM,7,7,11,20,228,5,64,0.01,0.01,0.75,none,85.50959968566895,1.5572582073202421,84.83751792907715,1.5831293499808816,84.15786552429199,85.43611449241638,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=7/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_b5265559539022b5,sim|pm|7,sim|pm|7
sim,SIM-PM,pm,PM,8,8,12,20,227,2,64,0.01,0.01,0.5,none,85.6720817565918,1.383988489933221,84.83751678466797,1.162357395740616,84.30557405471802,85.34748764038086,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=8/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_441baec11985f38a,sim|pm|8,sim|pm|8
sim,SIM-PM,pm,PM,9,9,13,20,228,3,64,0.01,0.01,0.75,none,85.60561103820801,1.5818252077392865,84.78581886291504,1.2123822206351518,84.29098892211914,85.32496187210083,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=9/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_9b8308770851a509,sim|pm|9,sim|pm|9
sim,SIM-PM,pm,PM,10,10,14,20,228,4,64,0.01,0.01,0.75,none,85.50221481323243,1.651992258484527,85.13293800354003,1.1303009143039007,84.6748508644104,85.60579604148865,historical/paper_experiments/figure4_final/figure4_sim.yaml/dataset=cora/feature=sim/sim_reference_eps=10/mechanism=pm/x_eps=inf/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=false,f3_0f1a3447ba633a55,sim|pm|10,sim|pm|10
