source,epsilon,epsilon_label,scale_exponent,norm_scale,norm_scale_label,x_index,n,candidate_id,verify_rank,x_steps,learning_rate,weight_decay,dropout,tao2,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,test_acc_ci_low,test_acc_ci_high,source_job_dir,point_id,bootstrap_key,bootstrap_val_key
figure5_heter,0.01,$\epsilon=10^{-2}$,0,1,$2^{0}$,6,10,2,5,0,0.01,0,0.5,none,21.209081649780273,2.0142015252099483,20.52270393371582,1.491503821079558,19.55649528503418,21.32022211074829,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=1/smoother=hoa/backbone=sage/use_nfr=false,f7_ccfd34e182982f74,0.01|0,0.01|0
figure5_heter,0.01,$\epsilon=10^{-2}$,1,2,$2^{1}$,7,10,2,5,0,0.01,0,0.5,none,21.383316612243654,2.034239120171338,20.31679039001465,1.3990834959041756,19.439941959381105,20.997888188362122,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=2/smoother=hoa/backbone=sage/use_nfr=false,f7_a14c09dd054539f4,0.01|1,0.01|1
figure5_heter,0.01,$\epsilon=10^{-2}$,2,4,$2^{2}$,8,10,2,5,0,0.01,0,0.5,none,21.388596725463866,2.1393925072368,20.459345817565918,1.6155576216935668,19.281811141967776,21.298970808982848,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=4/smoother=hoa/backbone=sage/use_nfr=false,f7_35942db2dda21233,0.01|2,0.01|2
figure5_heter,0.01,$\epsilon=10^{-2}$,3,8,$2^{3}$,9,10,15,4,0,0.001,0,0.75,none,19.67793140411377,1.2909037860092312,18.796199226379393,1.1811309113751056,18.136220169067382,19.487857060432432,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=8/smoother=hoa/backbone=sage/use_nfr=false,f7_04949c56806eb69a,0.01|3,0.01|3
figure5_heter,0.01,$\epsilon=10^{-2}$,4,16,$2^{4}$,10,10,11,5,0,0.01,0.01,0.5,none,21.57867012023926,2.203383742920185,21.114045333862304,1.6969456495599047,20.06335868358612,22.05926723957062,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=16/smoother=hoa/backbone=sage/use_nfr=false,f7_a6ad2725867d4d31,0.01|4,0.01|4
figure5_heter,0.01,$\epsilon=10^{-2}$,5,32,$2^{5}$,11,10,133,5,8,0.0001,0,0.25,none,16.615628910064697,5.307626744316286,16.08764591217041,4.925456892965077,13.363120737075805,19.382260704040526,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=32/smoother=hoa/backbone=sage/use_nfr=false,f7_80944c3259f5a12f,0.01|5,0.01|5
figure5_heter,0.01,$\epsilon=10^{-2}$,6,64,$2^{6}$,12,10,133,5,8,0.0001,0,0.25,none,31.367477416992188,7.839416278790791,31.52587251663208,7.579105779517098,26.670275313854216,35.38014909744263,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=64/smoother=hoa/backbone=sage/use_nfr=false,f7_fbb079c5648e2e6c,0.01|6,0.01|6
figure5_heter,0.01,$\epsilon=10^{-2}$,7,128,$2^{7}$,13,10,140,3,8,0.0001,0.001,0.5,none,42.5343204498291,4.083463477955452,41.49947395324707,4.393941678333455,38.41037672996521,43.743929700851446,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=128/smoother=hoa/backbone=sage/use_nfr=false,f7_5477e96d5bf8857e,0.01|7,0.01|7
figure5_heter,0.01,$\epsilon=10^{-2}$,8,256,$2^{8}$,14,10,178,1,16,0.0001,0.01,0.25,none,52.201691436767575,1.3007044538005617,51.43083610534668,2.3826872687262397,49.96211885452271,52.75092658042908,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=256/smoother=hoa/backbone=sage/use_nfr=false,f7_9c942d24ea721f9b,0.01|8,0.01|8
figure5_heter,0.01,$\epsilon=10^{-2}$,9,512,$2^{9}$,15,10,142,3,8,0.0001,0.01,0.25,none,54.725450897216795,1.3728124787890483,53.76452140808105,1.37794698962499,53.06745148658752,54.67278518676758,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=512/smoother=hoa/backbone=sage/use_nfr=false,f7_a8d35578802ee7f5,0.01|9,0.01|9
figure5_heter,0.01,$\epsilon=10^{-2}$,10,1024,$2^{10}$,16,10,142,1,8,0.0001,0.01,0.25,none,55.960931396484376,1.1822973926882059,54.53009719848633,1.2459112053155212,53.90179710388183,55.35414772033692,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=1024/smoother=hoa/backbone=sage/use_nfr=false,f7_16171f4716678c57,0.01|10,0.01|10
figure5_heter,0.01,$\epsilon=10^{-2}$,11,2048,$2^{11}$,17,10,106,1,4,0.0001,0.01,0.25,none,56.135165786743165,1.219275211882223,54.973603057861325,0.708714896878462,54.588042459487916,55.41182976722717,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=2048/smoother=hoa/backbone=sage/use_nfr=false,f7_847a3fc80312705e,0.01|11,0.01|11
figure5_heter,0.01,$\epsilon=10^{-2}$,12,4096,$2^{12}$,18,10,130,1,8,0.001,0.01,0.25,none,58.37909507751465,1.254891142512976,56.557551574707034,1.221558803953303,55.9714893245697,57.312567138671874,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=4096/smoother=hoa/backbone=sage/use_nfr=false,f7_881e393036b49210,0.01|12,0.01|12
figure5_heter,0.01,$\epsilon=10^{-2}$,13,8192,$2^{13}$,19,10,130,1,8,0.001,0.01,0.25,none,58.22597885131836,0.9137476149576514,56.816263580322264,1.4021009273191387,56.008317213058476,57.640048618316655,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=8192/smoother=hoa/backbone=sage/use_nfr=false,f7_e20450b0ffb89c99,0.01|13,0.01|13
figure5_heter,0.01,$\epsilon=10^{-2}$,14,16384,$2^{14}$,20,10,94,2,4,0.001,0.01,0.25,none,58.199580383300784,1.2259253731082516,56.958819198608396,0.9381669547138117,56.451691446304324,57.52917290687561,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=16384/smoother=hoa/backbone=sage/use_nfr=false,f7_a3805e40c14c85e1,0.01|14,0.01|14
figure5_heter,0.01,$\epsilon=10^{-2}$,15,32768,$2^{15}$,21,10,148,1,16,0.01,0.0001,0.25,none,59.155229568481445,0.8768690131397323,57.53432197570801,1.0316482470335442,56.89004976272583,58.078144464492794,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=32768/smoother=hoa/backbone=sage/use_nfr=false,f7_819466abc98e201d,0.01|15,0.01|15
figure5_heter,0.01,$\epsilon=10^{-2}$,16,65536,$2^{16}$,22,10,91,3,4,0.001,0.001,0.25,none,58.041184997558595,1.2434844733846506,56.610351943969725,0.9718976940713904,56.03986585617066,57.17529411315918,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=65536/smoother=hoa/backbone=sage/use_nfr=false,f7_8fb537aa983db1f1,0.01|16,0.01|16
figure5_heter,0.01,$\epsilon=10^{-2}$,17,131072,$2^{17}$,23,10,85,3,4,0.001,0,0.25,none,57.8511100769043,1.00549656167701,56.71066741943359,1.209234964381633,55.992612037658695,57.40760422706604,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=131072/smoother=hoa/backbone=sage/use_nfr=false,f7_fc1f019b2f69fe7a,0.01|17,0.01|17
figure5_heter,0.1,$\epsilon=10^{-1}$,-6,0.015625,$2^{-6}$,0,10,8,4,0,0.01,0.001,0.5,none,21.53643169403076,2.1424306224394147,20.876452827453612,1.5246030244578068,19.830650119781495,21.689546594619753,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.015625/smoother=hoa/backbone=sage/use_nfr=false,f7_907f8faac7f9e826,0.1|-6,0.1|-6
figure5_heter,0.1,$\epsilon=10^{-1}$,-5,0.03125,$2^{-5}$,1,10,11,2,0,0.01,0.01,0.5,none,21.63146858215332,1.7502462486490478,20.79725513458252,1.360164224553729,19.99458866596222,21.541711053848267,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.03125/smoother=hoa/backbone=sage/use_nfr=false,f7_f7ea7d82597415d6,0.1|-5,0.1|-5
figure5_heter,0.1,$\epsilon=10^{-1}$,-4,0.0625,$2^{-4}$,2,10,11,3,0,0.01,0.01,0.5,none,21.441394233703612,2.0022328048778384,20.80253486633301,1.2261644798478728,20.115760593414308,21.504884524345396,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.0625/smoother=hoa/backbone=sage/use_nfr=false,f7_e5190c362e0b26a9,0.1|-4,0.1|-4
figure5_heter,0.1,$\epsilon=10^{-1}$,-3,0.125,$2^{-3}$,3,10,5,5,0,0.01,0.0001,0.5,none,21.747624778747557,2.2138176345635316,20.73917713165283,1.8666688460143839,19.609029006958007,21.679382915496824,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.125/smoother=hoa/backbone=sage/use_nfr=false,f7_bba821297f98884d,0.1|-3,0.1|-3
figure5_heter,0.1,$\epsilon=10^{-1}$,-2,0.25,$2^{-2}$,4,10,8,5,0,0.01,0.001,0.5,none,21.60506935119629,2.1350951787619707,20.85533332824707,1.390021580065618,19.904831681251526,21.562830357551572,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.25/smoother=hoa/backbone=sage/use_nfr=false,f7_e9cce9a14b6ea455,0.1|-2,0.1|-2
figure5_heter,0.1,$\epsilon=10^{-1}$,-1,0.5,$2^{-1}$,5,10,5,3,0,0.01,0.0001,0.5,none,21.805702781677248,2.2480483062789935,20.88701229095459,1.6256774653946293,19.862196888923645,21.69482651233673,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.5/smoother=hoa/backbone=sage/use_nfr=false,f7_cc0bd7fc06d4d7e2,0.1|-1,0.1|-1
figure5_heter,0.1,$\epsilon=10^{-1}$,0,1,$2^{0}$,6,10,8,5,0,0.01,0.001,0.5,none,21.742345237731932,2.1499852213640542,21.061246490478517,1.458195888389497,20.198126082420348,21.81652642250061,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=1/smoother=hoa/backbone=sage/use_nfr=false,f7_e9a4e9fc8e37d89f,0.1|0,0.1|0
figure5_heter,0.1,$\epsilon=10^{-1}$,1,2,$2^{1}$,7,10,5,5,0,0.01,0.0001,0.5,none,21.599789810180663,2.240796440042048,20.78141555786133,1.818150276380116,19.68835849761963,21.75303668498993,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=2/smoother=hoa/backbone=sage/use_nfr=false,f7_1e3b17b91d82459d,0.1|1,0.1|1
figure5_heter,0.1,$\epsilon=10^{-1}$,2,4,$2^{2}$,8,10,209,1,32,0.0001,0.0001,0.5,none,17.006336212158203,6.496574490489373,16.990497016906737,6.331875778455458,13.500000445842742,20.866025078296662,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=4/smoother=hoa/backbone=sage/use_nfr=false,f7_7481182dc2005ab8,0.1|2,0.1|2
figure5_heter,0.1,$\epsilon=10^{-1}$,3,8,$2^{3}$,9,10,106,1,4,0.0001,0.01,0.25,none,34.09714946746826,4.386096679052618,34.08659057617187,4.2601691524037735,31.37196499824524,36.3738125705719,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=8/smoother=hoa/backbone=sage/use_nfr=false,f7_c97b68c90632eaac,0.1|3,0.1|3
figure5_heter,0.1,$\epsilon=10^{-1}$,4,16,$2^{4}$,10,10,176,2,16,0.0001,0.001,0.5,none,47.117214584350585,3.8391142850467777,46.10876579284668,4.421071528859976,43.463306417465205,48.55332718849182,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=16/smoother=hoa/backbone=sage/use_nfr=false,f7_27c93a513562ef1e,0.1|4,0.1|4
figure5_heter,0.1,$\epsilon=10^{-1}$,5,32,$2^{5}$,11,10,175,3,16,0.0001,0.001,0.25,none,53.996833419799806,1.3696048678357788,53.120382690429686,1.3290665693163612,52.36536747932434,53.88067859649658,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=32/smoother=hoa/backbone=sage/use_nfr=false,f7_5ee27377fd372a12,0.1|5,0.1|5
figure5_heter,0.1,$\epsilon=10^{-1}$,6,64,$2^{6}$,12,10,142,1,8,0.0001,0.01,0.25,none,55.15311813354492,1.0926417756031657,53.91763572692871,1.3117893169940653,53.28392372131348,54.78365974426269,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=64/smoother=hoa/backbone=sage/use_nfr=false,f7_942d901b43faef5c,0.1|6,0.1|6
figure5_heter,0.1,$\epsilon=10^{-1}$,7,128,$2^{7}$,13,10,106,1,4,0.0001,0.01,0.25,none,55.3062328338623,1.2252182035052124,54.26082534790039,0.9246155908224728,53.737989778518674,54.86800576210022,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=128/smoother=hoa/backbone=sage/use_nfr=false,f7_6dab67c9d00bc97d,0.1|7,0.1|7
figure5_heter,0.1,$\epsilon=10^{-1}$,8,256,$2^{8}$,14,10,106,4,4,0.0001,0.01,0.25,none,56.388597869873045,1.0661837864799442,55.24287452697754,0.8690097397166116,54.78880844116211,55.760430908203126,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=256/smoother=hoa/backbone=sage/use_nfr=false,f7_d44a0cc9455948c7,0.1|8,0.1|8
figure5_heter,0.1,$\epsilon=10^{-1}$,9,512,$2^{9}$,15,10,130,2,8,0.001,0.01,0.25,none,58.130941772460936,1.5465497270563968,56.4572338104248,0.9754752865024572,55.87117344856262,57.03841173171997,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=512/smoother=hoa/backbone=sage/use_nfr=false,f7_0837fe8d1e697cc1,0.1|9,0.1|9
figure5_heter,0.1,$\epsilon=10^{-1}$,10,1024,$2^{10}$,16,10,130,2,8,0.001,0.01,0.25,none,58.231259155273435,1.079592589097388,57.18057098388672,1.370723570217245,56.409716033935545,57.96224976539612,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=1024/smoother=hoa/backbone=sage/use_nfr=false,f7_8e930ebd93458097,0.1|10,0.1|10
figure5_heter,0.1,$\epsilon=10^{-1}$,11,2048,$2^{11}$,17,10,94,5,4,0.001,0.01,0.25,none,58.23653869628906,1.3493159936470613,56.60507087707519,1.4721496381219967,55.80728720664978,57.41314965248108,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=2048/smoother=hoa/backbone=sage/use_nfr=false,f7_528d17e63ef70f5a,0.1|11,0.1|11
figure5_heter,0.1,$\epsilon=10^{-1}$,12,4096,$2^{12}$,18,10,148,1,16,0.01,0.0001,0.25,none,59.24498748779297,0.9900994827234615,58.11510238647461,1.0226020679234704,57.586987304687504,58.753961963653566,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=4096/smoother=hoa/backbone=sage/use_nfr=false,f7_93c3158e961899ad,0.1|12,0.1|12
figure5_heter,0.1,$\epsilon=10^{-1}$,13,8192,$2^{13}$,19,10,85,5,4,0.001,0,0.25,none,57.808872604370116,0.8940980003323605,56.568111419677734,1.2178493027294548,55.84992331504822,57.30728684425354,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=8192/smoother=hoa/backbone=sage/use_nfr=false,f7_c22e7abb7402d5c8,0.1|13,0.1|13
figure5_heter,0.1,$\epsilon=10^{-1}$,14,16384,$2^{14}$,20,10,79,1,4,0.01,0.001,0.25,none,57.91446876525879,1.2368411384924507,56.404436874389646,1.1288500612297738,55.77600443840027,57.09094771385193,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=16384/smoother=hoa/backbone=sage/use_nfr=false,f7_865aef3dad0805ba,0.1|14,0.1|14
figure5_heter,0.1,$\epsilon=10^{-1}$,15,32768,$2^{15}$,21,10,112,1,8,0.01,0.0001,0.25,none,57.676876068115234,1.2387811920138718,56.20908317565918,1.0524991140907014,55.65984878540039,56.842926797866824,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=32768/smoother=hoa/backbone=sage/use_nfr=false,f7_41634d95ff6f8b45,0.1|15,0.1|15
figure5_heter,0.1,$\epsilon=10^{-1}$,16,65536,$2^{16}$,22,10,43,5,2,0.01,0.001,0.25,none,57.94614753723145,1.2135313944182538,56.54171295166016,0.9297600089024888,55.98719864845276,57.11219825744629,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=65536/smoother=hoa/backbone=sage/use_nfr=false,f7_00efea94f1b299f6,0.1|16,0.1|16
figure5_heter,0.1,$\epsilon=10^{-1}$,17,131072,$2^{17}$,23,10,76,1,4,0.01,0.0001,0.25,none,58.152061462402344,1.1900660187755652,56.65258903503418,1.066182695015841,56.06639630317688,57.26531371116638,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=131072/smoother=hoa/backbone=sage/use_nfr=false,f7_8079d9bd853811db,0.1|17,0.1|17
figure5_heter,1.0,$\epsilon=10^{0}$,-6,0.015625,$2^{-6}$,0,10,15,2,0,0.001,0,0.75,none,19.614572715759277,1.5894641488969468,19.287223625183106,1.176940230173821,18.58500632762909,19.989704914093018,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=0.015625/smoother=hoa/backbone=sage/use_nfr=false,f7_d34cf53cdb2f4b7a,1.0|-6,1.0|-6
figure5_heter,1.0,$\epsilon=10^{0}$,-5,0.03125,$2^{-5}$,1,10,15,2,0,0.001,0,0.75,none,19.49313678741455,1.5533040175483066,19.065470695495605,1.3587970490282384,18.23627300262451,19.81573450565338,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=0.03125/smoother=hoa/backbone=sage/use_nfr=false,f7_9c9f260508caa91d,1.0|-5,1.0|-5
figure5_heter,1.0,$\epsilon=10^{0}$,-4,0.0625,$2^{-4}$,2,10,15,3,0,0.001,0,0.75,none,19.56705436706543,1.51890360946913,19.23442497253418,1.029845088721419,18.579594225883483,19.836589446067812,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=0.0625/smoother=hoa/backbone=sage/use_nfr=false,f7_e9b24ed1a0fa8f55,1.0|-4,1.0|-4
figure5_heter,1.0,$\epsilon=10^{0}$,-3,0.125,$2^{-3}$,3,10,15,4,0,0.001,0,0.75,none,19.656811714172363,1.5363110936227713,19.45089817047119,1.0832450757402932,18.838041849136353,20.08500579357147,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=0.125/smoother=hoa/backbone=sage/use_nfr=false,f7_5152afc28c692209,1.0|-3,1.0|-3
figure5_heter,1.0,$\epsilon=10^{0}$,-2,0.25,$2^{-2}$,4,10,15,3,0,0.001,0,0.75,none,19.582894134521485,1.483049200723046,19.3664213180542,1.1729203088173197,18.64308489322662,20.026532182693483,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=0.25/smoother=hoa/backbone=sage/use_nfr=false,f7_f0fddc8b2e13605d,1.0|-2,1.0|-2
figure5_heter,1.0,$\epsilon=10^{0}$,-1,0.5,$2^{-1}$,5,10,175,2,16,0.0001,0.001,0.25,none,22.544879913330078,7.597333157074138,22.91446762084961,7.830306378133004,18.535639464855194,27.745645163059233,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=0.5/smoother=hoa/backbone=sage/use_nfr=false,f7_e29835cea9f3c9f2,1.0|-1,1.0|-1
figure5_heter,1.0,$\epsilon=10^{0}$,0,1,$2^{0}$,6,10,97,3,4,0.0001,0,0.25,none,37.06969566345215,3.0469343499780854,37.09081382751465,3.1083073690616345,35.32193794250488,38.78062401771545,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=1/smoother=hoa/backbone=sage/use_nfr=false,f7_ef86831e7d842fd3,1.0|0,1.0|0
figure5_heter,1.0,$\epsilon=10^{0}$,1,2,$2^{1}$,7,10,142,3,8,0.0001,0.01,0.25,none,49.61457557678223,2.032419557063953,48.938755416870116,1.5039951718830578,48.04078825950622,49.74656944274902,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=2/smoother=hoa/backbone=sage/use_nfr=false,f7_7731fd608063d782,1.0|1,1.0|1
figure5_heter,1.0,$\epsilon=10^{0}$,2,4,$2^{2}$,8,10,142,1,8,0.0001,0.01,0.25,none,54.12882995605469,1.0333730305609525,52.84055099487305,1.5445048620582251,52.13292160987854,53.891237268447874,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=4/smoother=hoa/backbone=sage/use_nfr=false,f7_e502e784f2a46287,1.0|2,1.0|2
figure5_heter,1.0,$\epsilon=10^{0}$,3,8,$2^{3}$,9,10,142,4,8,0.0001,0.01,0.25,none,55.654700088500974,1.2308152416882792,54.18162841796875,1.449321399701831,53.4687198638916,55.13199730873108,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=8/smoother=hoa/backbone=sage/use_nfr=false,f7_84b01126f766a8c5,1.0|3,1.0|3
figure5_heter,1.0,$\epsilon=10^{0}$,4,16,$2^{4}$,10,10,106,1,4,0.0001,0.01,0.25,none,55.65470199584961,1.2972237207638737,54.619855117797854,0.7542141356764497,54.22901497840881,55.11087953567505,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=16/smoother=hoa/backbone=sage/use_nfr=false,f7_fc4ec658d08b4f19,1.0|4,1.0|4
figure5_heter,1.0,$\epsilon=10^{0}$,5,32,$2^{5}$,11,10,130,1,8,0.001,0.01,0.25,none,57.69799613952637,1.1369832938091644,56.119327545166016,1.3346493976818277,55.39572487831116,56.869064722061154,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=32/smoother=hoa/backbone=sage/use_nfr=false,f7_8e7c92dc81f1145c,1.0|5,1.0|5
figure5_heter,1.0,$\epsilon=10^{0}$,6,64,$2^{6}$,12,10,130,1,8,0.001,0.01,0.25,none,58.2101390838623,1.0937875278612483,56.93241958618164,1.3824345641248306,56.187832241058345,57.72967300415039,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=64/smoother=hoa/backbone=sage/use_nfr=false,f7_f19a67af132dbbcb,1.0|6,1.0|6
figure5_heter,1.0,$\epsilon=10^{0}$,7,128,$2^{7}$,13,10,94,3,4,0.001,0.01,0.25,none,57.9514274597168,1.1798721557907808,56.71594734191895,1.3013583217770244,55.976506824493406,57.47122651100159,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=128/smoother=hoa/backbone=sage/use_nfr=false,f7_79acdeadadc6b291,1.0|7,1.0|7
