source,epsilon,epsilon_label,scale_exponent,norm_scale,norm_scale_label,x_index,n,candidate_id,verify_rank,x_steps,learning_rate,weight_decay,dropout,tao2,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,test_acc_ci_low,test_acc_ci_high,source_job_dir,point_id,bootstrap_key,bootstrap_val_key
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,1,2,$2^{1}$,7,10,94,5,4,0.001,0.01,0.25,none,77.54800491333008,2.199733978148447,77.40029602050781,2.704890174895911,75.78988191604614,78.81831665039063,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=2/smoother=hoa/backbone=sage/use_nfr=false,f4_997cc2e00dc1288a,0.1|1,0.1|1
figure5_final,0.1,$\epsilon=10^{-1}$,2,4,$2^{2}$,8,10,244,5,64,0.0001,0.0001,0.25,none,82.05317459106445,1.9722404687031403,82.80649795532227,1.7999411451472862,81.77215427398681,83.82570037841796,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=4/smoother=hoa/backbone=sage/use_nfr=false,f4_235d73ec514af0cb,0.1|2,0.1|2
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,3,8,$2^{3}$,9,10,250,3,64,0.0001,0.01,0.25,none,83.75184555053711,0.8971372498569004,84.51994171142579,1.1071177857097811,83.95827178955078,85.18537826538086,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=8/smoother=hoa/backbone=sage/use_nfr=false,f4_c0247997f941011a,0.1|3,0.1|3
figure5_final,0.1,$\epsilon=10^{-1}$,4,16,$2^{4}$,10,10,195,4,32,0.001,0,0.75,none,82.93943786621094,1.9561942749839327,83.75184707641601,1.304543824915183,82.9542106628418,84.49076919555664,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=16/smoother=hoa/backbone=sage/use_nfr=false,f4_432fdcc9811052f0,0.1|4,0.1|4
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,5,32,$2^{5}$,11,10,192,1,32,0.01,0.01,0.75,none,84.78581848144532,1.3573659052885974,84.71196365356445,1.2480345442566996,83.94386978149414,85.40620346069336,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=32/smoother=hoa/backbone=sage/use_nfr=false,f4_0cdcd5e5f4abcaab,0.1|5,0.1|5
figure5_final,0.1,$\epsilon=10^{-1}$,6,64,$2^{6}$,12,10,228,1,64,0.01,0.01,0.75,none,84.90398712158203,1.2740830371500946,85.05169677734375,1.111488435958952,84.32754516601562,85.65731048583984,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=64/smoother=hoa/backbone=sage/use_nfr=false,f4_a1b785a00445f1fa,0.1|6,0.1|6
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,7,128,$2^{7}$,13,10,228,3,64,0.01,0.01,0.75,none,84.90398712158203,2.096816419940782,84.83013076782227,2.1040321624103666,83.51513820648194,85.8788749885559,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=128/smoother=hoa/backbone=sage/use_nfr=false,f4_69f2e90887142ab4,0.1|7,0.1|7
figure5_final,0.1,$\epsilon=10^{-1}$,8,256,$2^{8}$,14,10,228,1,64,0.01,0.01,0.75,none,84.97784271240235,1.1250377970273628,85.0812385559082,1.2020235022626864,84.35708772659301,85.74630434036254,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=256/smoother=hoa/backbone=sage/use_nfr=false,f4_2bd955e05c074585,0.1|8,0.1|8
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,9,512,$2^{9}$,15,10,228,1,64,0.01,0.01,0.75,none,85.02215576171875,1.247938678489825,85.28803405761718,1.0262065657190782,84.68205261230469,85.84933320999146,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=512/smoother=hoa/backbone=sage/use_nfr=false,f4_7ee9e0b2c92f7bef,0.1|9,0.1|9
figure5_final,0.1,$\epsilon=10^{-1}$,10,1024,$2^{10}$,16,10,190,1,32,0.01,0.01,0.25,none,85.24372024536133,1.3329448352940592,85.6868522644043,1.0886801160204516,85.02215574264527,86.30723724365234,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=1024/smoother=hoa/backbone=sage/use_nfr=false,f4_a0fca5f865b6c9ab,0.1|10,0.1|10
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,11,2048,$2^{11}$,17,10,156,4,16,0.01,0.01,0.75,none,85.37666168212891,1.450607014692261,85.46528701782226,1.0656109579551205,84.84490280151367,86.0856704711914,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=2048/smoother=hoa/backbone=sage/use_nfr=false,f4_fcb0521b2ac51d23,0.1|11,0.1|11
figure5_final,0.1,$\epsilon=10^{-1}$,12,4096,$2^{12}$,18,10,119,1,8,0.01,0.01,0.5,none,85.15509414672852,1.2323972841822841,85.19940719604492,1.0624214172877373,84.6085647392273,85.84970319747926,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=4096/smoother=hoa/backbone=sage/use_nfr=false,f4_94832ae4aa8b3398,0.1|12,0.1|12
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,13,8192,$2^{13}$,19,10,153,5,16,0.01,0.001,0.75,none,85.11078262329102,1.6401115506932973,85.74593658447266,0.889675509288039,85.2289504814148,86.2632926940918,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=8192/smoother=hoa/backbone=sage/use_nfr=false,f4_777d95b4f1720181,0.1|13,0.1|13
figure5_final,0.1,$\epsilon=10^{-1}$,14,16384,$2^{14}$,20,10,188,1,32,0.01,0.001,0.5,none,85.21417846679688,1.334764509256519,85.25849227905273,0.984243643639391,84.69719312667847,85.80502094268799,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=16384/smoother=hoa/backbone=sage/use_nfr=false,f4_ca3e3ecac36913f9,0.1|14,0.1|14
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,15,32768,$2^{15}$,21,10,152,4,16,0.01,0.001,0.5,none,85.25849227905273,1.1935241369673548,85.59822540283203,1.2005109837880747,84.91875686645508,86.32237699508667,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=32768/smoother=hoa/backbone=sage/use_nfr=false,f4_f2fe0e64877f61bb,0.1|15,0.1|15
