source,epsilon,epsilon_label,scale_exponent,norm_scale,norm_scale_label,x_index,n,candidate_id,verify_rank,x_steps,learning_rate,weight_decay,dropout,tao2,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,test_acc_ci_low,test_acc_ci_high,source_job_dir,point_id,bootstrap_key,bootstrap_val_key
figure5_final,0.0001,$\epsilon=10^{-4}$,16,65536,$2^{16}$,22,10,228,1,64,0.01,0.01,0.75,none,84.88921661376953,1.343091209139907,85.19940719604492,0.9842444832922227,84.56388170242309,85.70199279785156,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=65536/smoother=hoa/backbone=sage/use_nfr=false,f4_5a0cff75a49adb45,0.0001|16,0.0001|16
figure5_final_add_again,0.0001,$\epsilon=10^{-4}$,17,131072,$2^{17}$,23,10,228,2,64,0.01,0.01,0.75,none,84.44608459472656,1.718428964401112,84.32791671752929,1.9773962313120916,83.13146207809449,85.39180070877075,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=131072/smoother=hoa/backbone=sage/use_nfr=false,f4_adeb0dbc35366595,0.0001|17,0.0001|17
figure5_final_add,0.001,$\epsilon=10^{-3}$,-6,0.015625,$2^{-6}$,0,10,88,1,4,0.001,0.0001,0.25,none,76.97193450927735,1.9957024404892585,77.11964492797851,3.413679141570719,74.94645454406738,78.96676485061646,historical/paper_experiments/figure5_final_add/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.015625/smoother=hoa/backbone=sage/use_nfr=false,f4_4555b6de1fdfa2ed,0.001|-6,0.001|-6
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,-5,0.03125,$2^{-5}$,1,10,88,1,4,0.001,0.0001,0.25,none,76.98670501708985,1.9306871586481646,77.35598220825196,3.295595816687014,75.3759231376648,79.11410676956177,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.03125/smoother=hoa/backbone=sage/use_nfr=false,f4_190415a8d165a96a,0.001|-5,0.001|-5
figure5_final_add,0.001,$\epsilon=10^{-3}$,-4,0.0625,$2^{-4}$,2,10,88,1,4,0.001,0.0001,0.25,none,76.9423927307129,1.9871798268725585,77.56277694702149,2.954579579451051,75.745198802948,79.1000747680664,historical/paper_experiments/figure5_final_add/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.0625/smoother=hoa/backbone=sage/use_nfr=false,f4_48af3f10bb3c3e45,0.001|-4,0.001|-4
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,-3,0.125,$2^{-3}$,3,10,91,2,4,0.001,0.001,0.25,none,76.85376663208008,2.1258108300039447,77.45937957763672,3.10559137138967,75.58308715820313,79.11373750686646,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.125/smoother=hoa/backbone=sage/use_nfr=false,f4_28bb4cacc8a7538f,0.001|-3,0.001|-3
figure5_final,0.001,$\epsilon=10^{-3}$,-2,0.25,$2^{-2}$,4,10,88,1,4,0.001,0.0001,0.25,none,76.85376586914063,2.125811377797079,77.34121017456054,3.003204236399063,75.50886226654053,78.96639554977418,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.25/smoother=hoa/backbone=sage/use_nfr=false,f4_3b499b950a7227ab,0.001|-2,0.001|-2
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,-1,0.5,$2^{-1}$,5,10,85,4,4,0.001,0,0.25,none,76.94239349365235,2.017448039811639,77.41506576538086,3.1198055487388388,75.43574447631836,79.11373598098754,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.5/smoother=hoa/backbone=sage/use_nfr=false,f4_54d01c819067ef79,0.001|-1,0.001|-1
figure5_final,0.001,$\epsilon=10^{-3}$,0,1,$2^{0}$,6,10,94,4,4,0.001,0.01,0.25,none,77.0014762878418,2.1371841275564436,77.06056060791016,3.337261894515664,74.96270215988159,78.98079681396484,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=1/smoother=hoa/backbone=sage/use_nfr=false,f4_3dd0cfbb1756ff8e,0.001|0,0.001|0
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,1,2,$2^{1}$,7,10,88,1,4,0.001,0.0001,0.25,none,77.09010238647461,2.074325354060463,77.14918823242188,3.41623472412754,75.2880355834961,79.05465393066406,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=2/smoother=hoa/backbone=sage/use_nfr=false,f4_63dbc5febb3963e8,0.001|1,0.001|1
figure5_final,0.001,$\epsilon=10^{-3}$,2,4,$2^{2}$,8,10,88,4,4,0.001,0.0001,0.25,none,77.0457893371582,2.049340542585475,77.11964569091796,3.2048987577816046,75.11078262329102,78.90731277465821,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=4/smoother=hoa/backbone=sage/use_nfr=false,f4_ed0b60a7295d3080,0.001|2,0.001|2
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,3,8,$2^{3}$,9,10,94,3,4,0.001,0.01,0.25,none,77.06056137084961,2.0024933312766255,77.16395950317383,2.7740923271890887,75.43537672042847,78.74446184158325,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=8/smoother=hoa/backbone=sage/use_nfr=false,f4_916ccdd08e956ee5,0.001|3,0.001|3
figure5_final,0.001,$\epsilon=10^{-3}$,4,16,$2^{4}$,10,10,88,3,4,0.001,0.0001,0.25,none,77.00147705078125,1.9608999656117854,77.44460830688476,2.941091411658719,75.524373588562,78.96639556884766,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=16/smoother=hoa/backbone=sage/use_nfr=false,f4_a4061e40b697905f,0.001|4,0.001|4
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,5,32,$2^{5}$,11,10,85,3,4,0.001,0,0.25,none,77.53323516845703,1.5420644639720649,77.03102035522461,3.34176254667144,74.63811033248902,78.65620576858521,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=32/smoother=hoa/backbone=sage/use_nfr=false,f4_77e3eb2690642aec,0.001|5,0.001|5
figure5_final,0.001,$\epsilon=10^{-3}$,6,64,$2^{6}$,12,10,88,2,4,0.001,0.0001,0.25,none,77.48892135620117,1.842537209332088,77.56277618408203,2.6637543796910084,75.92282024383546,79.06942369461059,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=64/smoother=hoa/backbone=sage/use_nfr=false,f4_41668162f8618231,0.001|6,0.001|6
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,7,128,$2^{7}$,13,10,91,4,4,0.001,0.001,0.25,none,77.53323516845703,1.7469703905305667,77.35598220825196,2.618409826001171,75.80465166091919,78.64106369018555,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=128/smoother=hoa/backbone=sage/use_nfr=false,f4_f8ea52af51af6546,0.001|7,0.001|7
figure5_final,0.001,$\epsilon=10^{-3}$,8,256,$2^{8}$,14,10,245,4,64,0.0001,0.0001,0.5,none,78.98079681396484,3.1894286768914166,79.4239288330078,3.3546496416363696,77.22230451583862,81.24113691329957,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=256/smoother=hoa/backbone=sage/use_nfr=false,f4_ee5918facfac33b8,0.001|8,0.001|8
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,9,512,$2^{9}$,15,10,242,4,64,0.0001,0,0.5,none,82.93943786621094,1.3825818997971366,83.53028030395508,1.801353596208048,82.42245176315308,84.51994020462035,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=512/smoother=hoa/backbone=sage/use_nfr=false,f4_07e6d8d0525066de,0.001|9,0.001|9
figure5_final,0.001,$\epsilon=10^{-3}$,10,1024,$2^{10}$,16,10,214,5,32,0.0001,0.01,0.25,none,83.23485870361328,1.0679978706803206,83.76661529541016,1.2327905848290253,83.11631929397582,84.54948043823242,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=1024/smoother=hoa/backbone=sage/use_nfr=false,f4_a944d4b5180fd0b9,0.001|10,0.001|10
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,11,2048,$2^{11}$,17,10,204,5,32,0.001,0.01,0.75,none,83.48596725463867,1.2116671995597978,84.32791671752929,1.26577801761179,83.54431303024292,85.08123857498168,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=2048/smoother=hoa/backbone=sage/use_nfr=false,f4_38e16521e60be652,0.001|11,0.001|11
figure5_final,0.001,$\epsilon=10^{-3}$,12,4096,$2^{12}$,18,10,228,2,64,0.01,0.01,0.75,none,84.90398635864258,1.1996002818087368,84.9926139831543,1.2144639948351788,84.18020629882812,85.6573112487793,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=4096/smoother=hoa/backbone=sage/use_nfr=false,f4_66d6ce71cdcacf84,0.001|12,0.001|12
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,13,8192,$2^{13}$,19,10,228,1,64,0.01,0.01,0.75,none,84.96307144165038,1.6795451909626733,84.7119644165039,1.898332212681363,83.41211317062378,85.6425392150879,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=8192/smoother=hoa/backbone=sage/use_nfr=false,f4_b64b284619b27eed,0.001|13,0.001|13
figure5_final,0.001,$\epsilon=10^{-3}$,14,16384,$2^{14}$,20,10,228,2,64,0.01,0.01,0.75,none,84.90398635864258,1.685310286306196,84.69719161987305,1.9623208773223624,83.53027950286865,85.73153381347656,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=16384/smoother=hoa/backbone=sage/use_nfr=false,f4_4a7da1ca8587fb72,0.001|14,0.001|14
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,15,32768,$2^{15}$,21,10,228,1,64,0.01,0.01,0.75,none,84.85967407226562,1.6407768982665938,85.11078109741212,1.666503949312546,84.03249435424804,85.98264085769654,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=32768/smoother=hoa/backbone=sage/use_nfr=false,f4_e8b1958168afc998,0.001|15,0.001|15
figure5_final,0.001,$\epsilon=10^{-3}$,16,65536,$2^{16}$,22,10,204,5,32,0.001,0.01,0.75,none,85.0369270324707,1.5367101344800356,85.11078262329102,1.1626558032907706,84.44608610153199,85.77547914505004,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=65536/smoother=hoa/backbone=sage/use_nfr=false,f4_72e1f82cad2d9208,0.001|16,0.001|16
figure5_final_add_again,0.001,$\epsilon=10^{-3}$,17,131072,$2^{17}$,23,10,190,3,32,0.01,0.01,0.25,none,85.22894897460938,1.2319040714852865,85.15509490966797,0.9451674250387332,84.62296676635742,85.70162279129028,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=131072/smoother=hoa/backbone=sage/use_nfr=false,f4_3aab7d2cb6f47bac,0.001|17,0.001|17
figure5_final_add,0.01,$\epsilon=10^{-2}$,-6,0.015625,$2^{-6}$,0,10,55,1,2,0.001,0.001,0.25,none,76.7503677368164,2.4787213059230218,76.21861190795899,3.0503004115738563,74.20974956512451,77.81425552368164,historical/paper_experiments/figure5_final_add/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.015625/smoother=hoa/backbone=sage/use_nfr=false,f4_336c6efeaf0d4349,0.01|-6,0.01|-6
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,-5,0.03125,$2^{-5}$,1,10,49,3,2,0.001,0,0.25,none,76.64697265625,2.4105444411325694,76.41063537597657,3.4388675495951415,74.22378156661988,78.3013298034668,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.03125/smoother=hoa/backbone=sage/use_nfr=false,f4_ec12c3b5da2b950c,0.01|-5,0.01|-5
figure5_final_add,0.01,$\epsilon=10^{-2}$,-4,0.0625,$2^{-4}$,2,10,85,5,4,0.001,0,0.25,none,77.04579086303711,1.9880945957291345,76.86853713989258,2.4991753460887765,75.41875907897949,78.30169904708863,historical/paper_experiments/figure5_final_add/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.0625/smoother=hoa/backbone=sage/use_nfr=false,f4_9761e5d6ea6698a6,0.01|-4,0.01|-4
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,-3,0.125,$2^{-3}$,3,10,85,5,4,0.001,0,0.25,none,77.13441696166993,1.9888272889951717,77.11964569091796,2.7585362158747664,75.48005979537965,78.65583345413208,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.125/smoother=hoa/backbone=sage/use_nfr=false,f4_ca270c188a642535,0.01|-3,0.01|-3
figure5_final,0.01,$\epsilon=10^{-2}$,-2,0.25,$2^{-2}$,4,10,88,1,4,0.001,0.0001,0.25,none,76.95716400146485,2.09473588868478,76.46971969604492,2.829341376351603,74.77067794799804,78.10967710494995,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.25/smoother=hoa/backbone=sage/use_nfr=false,f4_d869e77223a8a341,0.01|-2,0.01|-2
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,-1,0.5,$2^{-1}$,5,10,85,4,4,0.001,0,0.25,none,77.17872924804688,1.8570181903554648,77.09010314941406,2.650065146023902,75.43500747680663,78.61262819290161,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.5/smoother=hoa/backbone=sage/use_nfr=false,f4_93de54a6c27d434f,0.01|-1,0.01|-1
figure5_final,0.01,$\epsilon=10^{-2}$,0,1,$2^{0}$,6,10,88,3,4,0.001,0.0001,0.25,none,77.03101959228516,1.990593375562954,76.80945281982422,2.5801231376355136,75.33234786987305,78.272525806427,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=1/smoother=hoa/backbone=sage/use_nfr=false,f4_e42df2c3a7b2cfe9,0.01|0,0.01|0
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,1,2,$2^{1}$,7,10,88,4,4,0.001,0.0001,0.25,none,77.13441696166993,2.0118527095124974,77.00147705078125,2.935317836934127,75.110042552948,78.62629320144653,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=2/smoother=hoa/backbone=sage/use_nfr=false,f4_a8f6001f6168dd7d,0.01|1,0.01|1
figure5_final,0.01,$\epsilon=10^{-2}$,2,4,$2^{2}$,8,10,94,3,4,0.001,0.01,0.25,none,77.47415161132812,1.8635354031580729,76.9276222229004,2.7509248971612004,75.1986701965332,78.44940948486328,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=4/smoother=hoa/backbone=sage/use_nfr=false,f4_35c351c867ccf919,0.01|2,0.01|2
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,3,8,$2^{3}$,9,10,88,3,4,0.001,0.0001,0.25,none,77.54800491333008,2.0396169769216006,77.20827178955078,3.312470914069284,75.30280683517456,78.77474140167236,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=8/smoother=hoa/backbone=sage/use_nfr=false,f4_7da1af0ccdb58b16,0.01|3,0.01|3
figure5_final,0.01,$\epsilon=10^{-2}$,4,16,$2^{4}$,10,10,214,5,32,0.0001,0.01,0.25,none,76.61742935180663,2.9974275063653084,77.2082733154297,3.5272605642499033,75.19793390274047,79.06942522048949,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=16/smoother=hoa/backbone=sage/use_nfr=false,f4_d24c2936d175b777,0.01|4,0.01|4
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,5,32,$2^{5}$,11,10,250,5,64,0.0001,0.01,0.25,none,81.41801986694335,1.9531567184338046,82.21565551757813,1.9623208007503414,81.04874191284179,83.41248090744018,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=32/smoother=hoa/backbone=sage/use_nfr=false,f4_7492b70ee935a57f,0.01|5,0.01|5
figure5_final,0.01,$\epsilon=10^{-2}$,6,64,$2^{6}$,12,10,242,4,64,0.0001,0,0.5,none,83.3677978515625,1.0903483617682577,83.72230453491211,1.3078836930258797,82.96824264526367,84.46122589111329,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=64/smoother=hoa/backbone=sage/use_nfr=false,f4_2eeb6c3b1ee9232c,0.01|6,0.01|6
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,7,128,$2^{7}$,13,10,206,1,32,0.0001,0,0.5,none,83.72230224609375,0.8203507805856963,84.26883163452149,1.465984128669375,83.41211166381837,85.14032363891602,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=128/smoother=hoa/backbone=sage/use_nfr=false,f4_6bd7731d69a0266a,0.01|7,0.01|7
figure5_final,0.01,$\epsilon=10^{-2}$,8,256,$2^{8}$,14,10,227,3,64,0.01,0.01,0.5,none,84.682421875,1.2280617461432173,84.88921661376953,1.6624997396922858,83.88478546142578,85.80502166748047,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=256/smoother=hoa/backbone=sage/use_nfr=false,f4_eaff866c1dc5fad6,0.01|8,0.01|8
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,9,512,$2^{9}$,15,10,228,1,64,0.01,0.01,0.75,none,84.78581924438477,1.2180525090997523,85.3175765991211,1.4856147545702452,84.38663101196289,86.14475481033325,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=512/smoother=hoa/backbone=sage/use_nfr=false,f4_eb4ae0a1560203b0,0.01|9,0.01|9
figure5_final,0.01,$\epsilon=10^{-2}$,10,1024,$2^{10}$,16,10,228,1,64,0.01,0.01,0.75,none,84.7415054321289,1.8619719590798396,84.84490203857422,1.882882744305853,83.67761991500855,85.76107788085938,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=1024/smoother=hoa/backbone=sage/use_nfr=false,f4_111bbd001948e7c2,0.01|10,0.01|10
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,11,2048,$2^{11}$,17,10,226,4,64,0.01,0.01,0.25,none,84.35745773315429,1.8624928114520967,84.56425323486329,1.1425695535074727,83.85524366378785,85.15546419143676,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=2048/smoother=hoa/backbone=sage/use_nfr=false,f4_196a40a2d8c78a66,0.01|11,0.01|11
figure5_final,0.01,$\epsilon=10^{-2}$,12,4096,$2^{12}$,18,10,226,2,64,0.01,0.01,0.25,none,84.83013153076172,1.5663962796999948,85.14032363891602,1.3612899915095549,84.32717741012573,85.84933395385742,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=4096/smoother=hoa/backbone=sage/use_nfr=false,f4_b976a264de859129,0.01|12,0.01|12
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,13,8192,$2^{13}$,19,10,190,5,32,0.01,0.01,0.25,none,84.97784194946288,1.4573603029825066,85.25849151611328,1.08276382747574,84.63773651123047,85.83456420898438,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=8192/smoother=hoa/backbone=sage/use_nfr=false,f4_066e1057140ff9fb,0.01|13,0.01|13
figure5_final,0.01,$\epsilon=10^{-2}$,14,16384,$2^{14}$,20,10,191,4,32,0.01,0.01,0.5,none,85.15509567260742,1.2653966026520043,85.0369270324707,1.009174777829063,84.41654279708862,85.61299745559693,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=16384/smoother=hoa/backbone=sage/use_nfr=false,f4_72b6947ff5cf495b,0.01|14,0.01|14
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,15,32768,$2^{15}$,21,10,156,1,16,0.01,0.01,0.75,none,85.14032363891602,1.2303305889959486,85.33234786987305,1.144266951132094,84.6676513671875,85.96787187576294,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=32768/smoother=hoa/backbone=sage/use_nfr=false,f4_d6db80250bdc8a72,0.01|15,0.01|15
figure5_final,0.01,$\epsilon=10^{-2}$,16,65536,$2^{16}$,22,10,160,2,16,0.001,0.0001,0.25,none,84.81536102294922,1.3335812764045583,85.12555160522462,1.3175798868628485,84.31277463912964,85.8788749885559,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=65536/smoother=hoa/backbone=sage/use_nfr=false,f4_b039c05e53d0cd74,0.01|16,0.01|16
figure5_final_add_again,0.01,$\epsilon=10^{-2}$,17,131072,$2^{17}$,23,10,189,1,32,0.01,0.001,0.75,none,85.12555236816407,1.282144233041854,85.12555236816407,1.067541689494183,84.47562637329102,85.71676330566406,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=131072/smoother=hoa/backbone=sage/use_nfr=false,f4_9fcb29ed15c6ce3f,0.01|17,0.01|17
figure5_final_add,0.1,$\epsilon=10^{-1}$,-6,0.015625,$2^{-6}$,0,10,91,2,4,0.001,0.001,0.25,none,76.92762145996093,2.2678884209741743,76.6322006225586,2.545882081381674,75.05132827758788,78.0210479927063,historical/paper_experiments/figure5_final_add/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.015625/smoother=hoa/backbone=sage/use_nfr=false,f4_86b410e95ab1aa87,0.1|-6,0.1|-6
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,-5,0.03125,$2^{-5}$,1,10,91,3,4,0.001,0.001,0.25,none,76.9571647644043,2.308362217620101,76.27769622802734,2.6027612861976652,74.5790252494812,77.6820534324646,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.03125/smoother=hoa/backbone=sage/use_nfr=false,f4_ff9605c9ef1bca06,0.1|-5,0.1|-5
figure5_final_add,0.1,$\epsilon=10^{-1}$,-4,0.0625,$2^{-4}$,2,10,85,2,4,0.001,0,0.25,none,77.0605598449707,2.148497826317647,76.75036926269532,2.638837488644704,75.19903944015503,78.18353118896485,historical/paper_experiments/figure5_final_add/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.0625/smoother=hoa/backbone=sage/use_nfr=false,f4_d41f9f4150ef191f,0.1|-4,0.1|-4
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,-3,0.125,$2^{-3}$,3,10,94,3,4,0.001,0.01,0.25,none,76.80945358276367,2.3613160773812627,76.79468307495117,2.4355564205407463,75.36189268112183,78.1683899307251,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.125/smoother=hoa/backbone=sage/use_nfr=false,f4_f70049b8ade933c4,0.1|-3,0.1|-3
figure5_final,0.1,$\epsilon=10^{-1}$,-2,0.25,$2^{-2}$,4,10,85,4,4,0.001,0,0.25,none,77.10487442016601,2.2967788146833046,76.86853713989258,2.50788865007134,75.24335403442383,78.24261247634888,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.25/smoother=hoa/backbone=sage/use_nfr=false,f4_6ddfc436337b1a11,0.1|-2,0.1|-2
figure5_final_add_again,0.1,$\epsilon=10^{-1}$,-1,0.5,$2^{-1}$,5,10,88,1,4,0.001,0.0001,0.25,none,77.17872848510743,2.359517625470463,76.76513977050782,1.9171418213801765,75.55354383468628,77.84342727661132,historical/paper_experiments/figure5_final_add_again/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=0.5/smoother=hoa/backbone=sage/use_nfr=false,f4_05c18c0359f8db53,0.1|-1,0.1|-1
figure5_final,0.1,$\epsilon=10^{-1}$,0,1,$2^{0}$,6,10,85,5,4,0.001,0,0.25,none,77.47415084838867,1.7973125090825497,77.09010391235351,2.0258414911377343,75.86410825729371,78.12407684326172,historical/paper_experiments/figure5_final/figure5.yaml/dataset=cora/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=true/norm_scale=1/smoother=hoa/backbone=sage/use_nfr=false,f4_9b29c8f38a84ed91,0.1|0,0.1|0
