point_id,figure_id,dataset,backbone,seed,val_acc,test_acc
f7_1bfeff69ecfc3fc3,7,flickr,sage,12345,18.109821319580078,18.109821319580078
f7_1bfeff69ecfc3fc3,7,flickr,sage,12346,18.585004806518555,18.426610946655273
f7_1bfeff69ecfc3fc3,7,flickr,sage,12347,22.808870315551758,21.647308349609375
f7_1bfeff69ecfc3fc3,7,flickr,sage,12348,24.709609985351562,23.020065307617188
f7_1bfeff69ecfc3fc3,7,flickr,sage,12349,20.432947158813477,22.016897201538086
f7_1bfeff69ecfc3fc3,7,flickr,sage,12350,21.858501434326172,20.908132553100586
f7_1bfeff69ecfc3fc3,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_1bfeff69ecfc3fc3,7,flickr,sage,12352,22.914466857910156,22.756072998046875
f7_1bfeff69ecfc3fc3,7,flickr,sage,12353,22.650476455688477,21.541711807250977
f7_1bfeff69ecfc3fc3,7,flickr,sage,12354,22.70327377319336,20.11615562438965
f7_a65cbbb1bc1e879d,7,flickr,sage,12345,18.109821319580078,18.109821319580078
f7_a65cbbb1bc1e879d,7,flickr,sage,12346,18.585004806518555,18.426610946655273
f7_a65cbbb1bc1e879d,7,flickr,sage,12347,22.808870315551758,21.647308349609375
f7_a65cbbb1bc1e879d,7,flickr,sage,12348,24.709609985351562,23.020065307617188
f7_a65cbbb1bc1e879d,7,flickr,sage,12349,20.432947158813477,22.016897201538086
f7_a65cbbb1bc1e879d,7,flickr,sage,12350,21.858501434326172,20.908132553100586
f7_a65cbbb1bc1e879d,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_a65cbbb1bc1e879d,7,flickr,sage,12352,22.914466857910156,22.756072998046875
f7_a65cbbb1bc1e879d,7,flickr,sage,12353,22.650476455688477,21.541711807250977
f7_a65cbbb1bc1e879d,7,flickr,sage,12354,22.70327377319336,20.11615562438965
f7_8cfc3c64ed65c508,7,flickr,sage,12345,18.109821319580078,18.109821319580078
f7_8cfc3c64ed65c508,7,flickr,sage,12346,18.585004806518555,18.426610946655273
f7_8cfc3c64ed65c508,7,flickr,sage,12347,22.808870315551758,21.647308349609375
f7_8cfc3c64ed65c508,7,flickr,sage,12348,24.709609985351562,23.020065307617188
f7_8cfc3c64ed65c508,7,flickr,sage,12349,20.432947158813477,22.016897201538086
f7_8cfc3c64ed65c508,7,flickr,sage,12350,21.858501434326172,20.908132553100586
f7_8cfc3c64ed65c508,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_8cfc3c64ed65c508,7,flickr,sage,12352,22.914466857910156,22.756072998046875
f7_8cfc3c64ed65c508,7,flickr,sage,12353,22.650476455688477,21.541711807250977
f7_8cfc3c64ed65c508,7,flickr,sage,12354,22.70327377319336,20.11615562438965
f7_0e86c12796dffab2,7,flickr,sage,12345,18.109821319580078,18.109821319580078
f7_0e86c12796dffab2,7,flickr,sage,12346,18.585004806518555,18.426610946655273
f7_0e86c12796dffab2,7,flickr,sage,12347,22.808870315551758,21.647308349609375
f7_0e86c12796dffab2,7,flickr,sage,12348,24.709609985351562,23.020065307617188
f7_0e86c12796dffab2,7,flickr,sage,12349,20.432947158813477,22.016897201538086
f7_0e86c12796dffab2,7,flickr,sage,12350,21.858501434326172,20.908132553100586
f7_0e86c12796dffab2,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_0e86c12796dffab2,7,flickr,sage,12352,22.914466857910156,22.756072998046875
f7_0e86c12796dffab2,7,flickr,sage,12353,22.650476455688477,21.541711807250977
f7_0e86c12796dffab2,7,flickr,sage,12354,22.70327377319336,20.11615562438965
f7_eb7e5ea5c4d43e18,7,flickr,sage,12345,18.109821319580078,18.109821319580078
f7_eb7e5ea5c4d43e18,7,flickr,sage,12346,18.585004806518555,18.426610946655273
f7_eb7e5ea5c4d43e18,7,flickr,sage,12347,22.808870315551758,21.647308349609375
f7_eb7e5ea5c4d43e18,7,flickr,sage,12348,24.656810760498047,23.020065307617188
f7_eb7e5ea5c4d43e18,7,flickr,sage,12349,20.432947158813477,22.016897201538086
f7_eb7e5ea5c4d43e18,7,flickr,sage,12350,21.858501434326172,20.908132553100586
f7_eb7e5ea5c4d43e18,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_eb7e5ea5c4d43e18,7,flickr,sage,12352,22.914466857910156,22.756072998046875
f7_eb7e5ea5c4d43e18,7,flickr,sage,12353,22.650476455688477,21.541711807250977
f7_eb7e5ea5c4d43e18,7,flickr,sage,12354,22.70327377319336,20.11615562438965
f7_c4789d0fa876b87f,7,flickr,sage,12345,18.109821319580078,18.109821319580078
f7_c4789d0fa876b87f,7,flickr,sage,12346,18.585004806518555,18.426610946655273
f7_c4789d0fa876b87f,7,flickr,sage,12347,22.808870315551758,21.647308349609375
f7_c4789d0fa876b87f,7,flickr,sage,12348,24.656810760498047,23.020065307617188
f7_c4789d0fa876b87f,7,flickr,sage,12349,20.432947158813477,22.016897201538086
f7_c4789d0fa876b87f,7,flickr,sage,12350,21.858501434326172,20.908132553100586
f7_c4789d0fa876b87f,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_c4789d0fa876b87f,7,flickr,sage,12352,22.914466857910156,22.756072998046875
f7_c4789d0fa876b87f,7,flickr,sage,12353,22.650476455688477,21.541711807250977
f7_c4789d0fa876b87f,7,flickr,sage,12354,22.70327377319336,20.11615562438965
f7_f47bf026bd0c7085,7,flickr,sage,12345,18.057022094726562,18.057022094726562
f7_f47bf026bd0c7085,7,flickr,sage,12346,17.89862823486328,19.165786743164062
f7_f47bf026bd0c7085,7,flickr,sage,12347,22.808870315551758,21.647308349609375
f7_f47bf026bd0c7085,7,flickr,sage,12348,24.656810760498047,23.020065307617188
f7_f47bf026bd0c7085,7,flickr,sage,12349,20.274553298950195,22.22808837890625
f7_f47bf026bd0c7085,7,flickr,sage,12350,21.858501434326172,20.908132553100586
f7_f47bf026bd0c7085,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_f47bf026bd0c7085,7,flickr,sage,12352,22.914466857910156,22.756072998046875
f7_f47bf026bd0c7085,7,flickr,sage,12353,22.650476455688477,21.541711807250977
f7_f47bf026bd0c7085,7,flickr,sage,12354,22.59767723083496,20.010560989379883
f7_fae3c8a158de3273,7,flickr,sage,12345,18.162620544433594,18.057022094726562
f7_fae3c8a158de3273,7,flickr,sage,12346,17.89862823486328,19.165786743164062
f7_fae3c8a158de3273,7,flickr,sage,12347,22.808870315551758,21.647308349609375
f7_fae3c8a158de3273,7,flickr,sage,12348,24.656810760498047,23.020065307617188
f7_fae3c8a158de3273,7,flickr,sage,12349,20.38014793395996,22.175291061401367
f7_fae3c8a158de3273,7,flickr,sage,12350,21.858501434326172,20.96092987060547
f7_fae3c8a158de3273,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_fae3c8a158de3273,7,flickr,sage,12352,22.914466857910156,22.756072998046875
f7_fae3c8a158de3273,7,flickr,sage,12353,22.70327377319336,21.541711807250977
f7_fae3c8a158de3273,7,flickr,sage,12354,22.544878005981445,20.010560989379883
f7_3c7a8f671b14d307,7,flickr,sage,12345,18.162620544433594,18.057022094726562
f7_3c7a8f671b14d307,7,flickr,sage,12346,17.89862823486328,19.165786743164062
f7_3c7a8f671b14d307,7,flickr,sage,12347,22.808870315551758,21.647308349609375
f7_3c7a8f671b14d307,7,flickr,sage,12348,24.656810760498047,23.020065307617188
f7_3c7a8f671b14d307,7,flickr,sage,12349,20.274553298950195,22.22808837890625
f7_3c7a8f671b14d307,7,flickr,sage,12350,21.80570411682129,20.749736785888672
f7_3c7a8f671b14d307,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_3c7a8f671b14d307,7,flickr,sage,12352,22.914466857910156,22.756072998046875
f7_3c7a8f671b14d307,7,flickr,sage,12353,22.650476455688477,22.22808837890625
f7_3c7a8f671b14d307,7,flickr,sage,12354,22.70327377319336,20.063358306884766
f7_182814c7ae825983,7,flickr,sage,12345,18.109821319580078,18.215417861938477
f7_182814c7ae825983,7,flickr,sage,12346,17.89862823486328,19.165786743164062
f7_182814c7ae825983,7,flickr,sage,12347,23.020065307617188,21.59450912475586
f7_182814c7ae825983,7,flickr,sage,12348,24.656810760498047,23.020065307617188
f7_182814c7ae825983,7,flickr,sage,12349,20.274553298950195,22.016897201538086
f7_182814c7ae825983,7,flickr,sage,12350,21.858501434326172,21.277719497680664
f7_182814c7ae825983,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_182814c7ae825983,7,flickr,sage,12352,22.967266082763672,22.808870315551758
f7_182814c7ae825983,7,flickr,sage,12353,22.756072998046875,21.541711807250977
f7_182814c7ae825983,7,flickr,sage,12354,22.967266082763672,19.957761764526367
f7_fa274d8830458808,7,flickr,sage,12345,17.793031692504883,19.00739288330078
f7_fa274d8830458808,7,flickr,sage,12346,18.47941017150879,18.426610946655273
f7_fa274d8830458808,7,flickr,sage,12347,23.020065307617188,21.541711807250977
f7_fa274d8830458808,7,flickr,sage,12348,24.34002113342285,22.914466857910156
f7_fa274d8830458808,7,flickr,sage,12349,20.274553298950195,22.06969451904297
f7_fa274d8830458808,7,flickr,sage,12350,22.33368682861328,20.327350616455078
f7_fa274d8830458808,7,flickr,sage,12351,20.85533332824707,20.749736785888672
f7_fa274d8830458808,7,flickr,sage,12352,22.861669540405273,22.861669540405273
f7_fa274d8830458808,7,flickr,sage,12353,22.70327377319336,22.122493743896484
f7_fa274d8830458808,7,flickr,sage,12354,22.43928337097168,20.11615562438965
f7_eafe2b8f51622d42,7,flickr,sage,12345,17.89862823486328,18.162620544433594
f7_eafe2b8f51622d42,7,flickr,sage,12346,18.321014404296875,18.37381362915039
f7_eafe2b8f51622d42,7,flickr,sage,12347,22.70327377319336,21.172122955322266
f7_eafe2b8f51622d42,7,flickr,sage,12348,24.498416900634766,23.020065307617188
f7_eafe2b8f51622d42,7,flickr,sage,12349,20.538543701171875,22.386484146118164
f7_eafe2b8f51622d42,7,flickr,sage,12350,21.48891258239746,20.11615562438965
f7_eafe2b8f51622d42,7,flickr,sage,12351,20.644140243530273,21.066526412963867
f7_eafe2b8f51622d42,7,flickr,sage,12352,22.70327377319336,22.914466857910156
f7_eafe2b8f51622d42,7,flickr,sage,12353,22.70327377319336,21.541711807250977
f7_eafe2b8f51622d42,7,flickr,sage,12354,23.231258392333984,19.27138328552246
f7_110ae45fa48952cc,7,flickr,sage,12345,17.951425552368164,17.317846298217773
f7_110ae45fa48952cc,7,flickr,sage,12346,18.321014404296875,19.376981735229492
f7_110ae45fa48952cc,7,flickr,sage,12347,22.544878005981445,21.96409797668457
f7_110ae45fa48952cc,7,flickr,sage,12348,25.501585006713867,23.284055709838867
f7_110ae45fa48952cc,7,flickr,sage,12349,21.172122955322266,21.80570411682129
f7_110ae45fa48952cc,7,flickr,sage,12350,22.70327377319336,21.911298751831055
f7_110ae45fa48952cc,7,flickr,sage,12351,20.48574447631836,21.752904891967773
f7_110ae45fa48952cc,7,flickr,sage,12352,22.33368682861328,21.96409797668457
f7_110ae45fa48952cc,7,flickr,sage,12353,22.280887603759766,21.01372718811035
f7_110ae45fa48952cc,7,flickr,sage,12354,23.70644187927246,21.541711807250977
f7_2b702fc6ae3eeb92,7,flickr,sage,12345,17.8458309173584,18.321014404296875
f7_2b702fc6ae3eeb92,7,flickr,sage,12346,18.00422477722168,18.90179443359375
f7_2b702fc6ae3eeb92,7,flickr,sage,12347,22.22808837890625,20.96092987060547
f7_2b702fc6ae3eeb92,7,flickr,sage,12348,24.128828048706055,22.914466857910156
f7_2b702fc6ae3eeb92,7,flickr,sage,12349,20.063358306884766,22.43928337097168
f7_2b702fc6ae3eeb92,7,flickr,sage,12350,22.386484146118164,20.432947158813477
f7_2b702fc6ae3eeb92,7,flickr,sage,12351,20.749736785888672,21.01372718811035
f7_2b702fc6ae3eeb92,7,flickr,sage,12352,22.650476455688477,22.756072998046875
f7_2b702fc6ae3eeb92,7,flickr,sage,12353,22.386484146118164,21.96409797668457
f7_2b702fc6ae3eeb92,7,flickr,sage,12354,22.808870315551758,19.957761764526367
f7_fafdbd0110f67038,7,flickr,sage,12345,17.89862823486328,18.954593658447266
f7_fafdbd0110f67038,7,flickr,sage,12346,18.37381362915039,18.47941017150879
f7_fafdbd0110f67038,7,flickr,sage,12347,22.280887603759766,20.538543701171875
f7_fafdbd0110f67038,7,flickr,sage,12348,24.023231506347656,22.967266082763672
f7_fafdbd0110f67038,7,flickr,sage,12349,20.48574447631836,22.22808837890625
f7_fafdbd0110f67038,7,flickr,sage,12350,20.96092987060547,19.165786743164062
f7_fafdbd0110f67038,7,flickr,sage,12351,20.96092987060547,20.96092987060547
f7_fafdbd0110f67038,7,flickr,sage,12352,22.650476455688477,22.22808837890625
f7_fafdbd0110f67038,7,flickr,sage,12353,22.492080688476562,22.122493743896484
f7_fafdbd0110f67038,7,flickr,sage,12354,22.650476455688477,19.799365997314453
f7_88689c42e2ee7203,7,flickr,sage,12345,18.057022094726562,18.321014404296875
f7_88689c42e2ee7203,7,flickr,sage,12346,18.426610946655273,18.00422477722168
f7_88689c42e2ee7203,7,flickr,sage,12347,22.43928337097168,22.06969451904297
f7_88689c42e2ee7203,7,flickr,sage,12348,24.709609985351562,23.389652252197266
f7_88689c42e2ee7203,7,flickr,sage,12349,20.274553298950195,22.22808837890625
f7_88689c42e2ee7203,7,flickr,sage,12350,21.59450912475586,20.85533332824707
f7_88689c42e2ee7203,7,flickr,sage,12351,20.538543701171875,21.01372718811035
f7_88689c42e2ee7203,7,flickr,sage,12352,22.70327377319336,22.280887603759766
f7_88689c42e2ee7203,7,flickr,sage,12353,22.33368682861328,22.016897201538086
f7_88689c42e2ee7203,7,flickr,sage,12354,23.284055709838867,19.904964447021484
f7_26e4b955885d0ccb,7,flickr,sage,12345,17.793031692504883,17.52903938293457
f7_26e4b955885d0ccb,7,flickr,sage,12346,18.215417861938477,18.426610946655273
f7_26e4b955885d0ccb,7,flickr,sage,12347,22.756072998046875,22.280887603759766
f7_26e4b955885d0ccb,7,flickr,sage,12348,24.762409210205078,23.284055709838867
f7_26e4b955885d0ccb,7,flickr,sage,12349,20.11615562438965,22.280887603759766
f7_26e4b955885d0ccb,7,flickr,sage,12350,21.330516815185547,19.74656867980957
f7_26e4b955885d0ccb,7,flickr,sage,12351,20.696937561035156,21.066526412963867
f7_26e4b955885d0ccb,7,flickr,sage,12352,22.650476455688477,22.492080688476562
f7_26e4b955885d0ccb,7,flickr,sage,12353,22.544878005981445,22.122493743896484
f7_26e4b955885d0ccb,7,flickr,sage,12354,23.336854934692383,19.640972137451172
f7_2a59e3769fce7588,7,flickr,sage,12345,18.63780403137207,18.057022094726562
f7_2a59e3769fce7588,7,flickr,sage,12346,17.05385398864746,17.370643615722656
f7_2a59e3769fce7588,7,flickr,sage,12347,20.274553298950195,19.85216522216797
f7_2a59e3769fce7588,7,flickr,sage,12348,19.218585968017578,17.581838607788086
f7_2a59e3769fce7588,7,flickr,sage,12349,20.538543701171875,18.426610946655273
f7_2a59e3769fce7588,7,flickr,sage,12350,18.954593658447266,20.274553298950195
f7_2a59e3769fce7588,7,flickr,sage,12351,18.532207489013672,16.948259353637695
f7_2a59e3769fce7588,7,flickr,sage,12352,21.22492218017578,20.327350616455078
f7_2a59e3769fce7588,7,flickr,sage,12353,20.22175407409668,19.482576370239258
f7_2a59e3769fce7588,7,flickr,sage,12354,21.172122955322266,19.640972137451172
f7_46dac18ddc5d0547,7,flickr,sage,12345,27.87751007080078,28.775081634521484
f7_46dac18ddc5d0547,7,flickr,sage,12346,24.128828048706055,23.020065307617188
f7_46dac18ddc5d0547,7,flickr,sage,12347,30.09503746032715,28.616683959960938
f7_46dac18ddc5d0547,7,flickr,sage,12348,20.432947158813477,20.908132553100586
f7_46dac18ddc5d0547,7,flickr,sage,12349,13.463570594787598,14.097149848937988
f7_46dac18ddc5d0547,7,flickr,sage,12350,26.76874351501465,24.55121612548828
f7_46dac18ddc5d0547,7,flickr,sage,12351,23.70644187927246,25.871171951293945
f7_46dac18ddc5d0547,7,flickr,sage,12352,28.194299697875977,28.933473587036133
f7_46dac18ddc5d0547,7,flickr,sage,12353,20.48574447631836,21.911298751831055
f7_46dac18ddc5d0547,7,flickr,sage,12354,35.638858795166016,31.73178482055664
f7_dc54f343b903f3cd,7,flickr,sage,12345,38.173179626464844,39.75712966918945
f7_dc54f343b903f3cd,7,flickr,sage,12346,39.281944274902344,37.01161575317383
f7_dc54f343b903f3cd,7,flickr,sage,12347,37.64519500732422,35.6916618347168
f7_dc54f343b903f3cd,7,flickr,sage,12348,31.942977905273438,31.890180587768555
f7_dc54f343b903f3cd,7,flickr,sage,12349,34.002113342285156,34.371700286865234
f7_dc54f343b903f3cd,7,flickr,sage,12350,36.37803649902344,35.480464935302734
f7_dc54f343b903f3cd,7,flickr,sage,12351,33.21013641357422,36.114044189453125
f7_dc54f343b903f3cd,7,flickr,sage,12352,39.281944274902344,37.90918731689453
f7_dc54f343b903f3cd,7,flickr,sage,12353,34.794090270996094,34.21330642700195
f7_dc54f343b903f3cd,7,flickr,sage,12354,42.713836669921875,40.86589431762695
f7_24c48e58298b9156,7,flickr,sage,12345,47.782470703125,47.57128143310547
f7_24c48e58298b9156,7,flickr,sage,12346,49.947200775146484,48.57444763183594
f7_24c48e58298b9156,7,flickr,sage,12347,46.673709869384766,45.3537483215332
f7_24c48e58298b9156,7,flickr,sage,12348,48.62724685668945,46.30411911010742
f7_24c48e58298b9156,7,flickr,sage,12349,46.93770217895508,46.726505279541016
f7_24c48e58298b9156,7,flickr,sage,12350,42.39704513549805,42.133052825927734
f7_24c48e58298b9156,7,flickr,sage,12351,47.676876068115234,49.04962921142578
f7_24c48e58298b9156,7,flickr,sage,12352,48.52164840698242,49.84160614013672
f7_24c48e58298b9156,7,flickr,sage,12353,47.835269927978516,47.14889144897461
f7_24c48e58298b9156,7,flickr,sage,12354,51.37276077270508,48.25765609741211
f7_12644bcb8e872a3a,7,flickr,sage,12345,52.587120056152344,51.05596923828125
f7_12644bcb8e872a3a,7,flickr,sage,12346,53.00950241088867,52.587120056152344
f7_12644bcb8e872a3a,7,flickr,sage,12347,52.53431701660156,50.527984619140625
f7_12644bcb8e872a3a,7,flickr,sage,12348,54.012672424316406,52.16473388671875
f7_12644bcb8e872a3a,7,flickr,sage,12349,51.05596923828125,52.00634002685547
f7_12644bcb8e872a3a,7,flickr,sage,12350,52.059139251708984,52.059139251708984
f7_12644bcb8e872a3a,7,flickr,sage,12351,54.27666473388672,55.75502014160156
f7_12644bcb8e872a3a,7,flickr,sage,12352,52.63991928100586,52.95670700073242
f7_12644bcb8e872a3a,7,flickr,sage,12353,55.068641662597656,52.48152160644531
f7_12644bcb8e872a3a,7,flickr,sage,12354,54.64625549316406,51.53115463256836
f7_198c709bc2330590,7,flickr,sage,12345,55.01584243774414,53.748680114746094
f7_198c709bc2330590,7,flickr,sage,12346,55.3326301574707,54.75185012817383
f7_198c709bc2330590,7,flickr,sage,12347,54.75185012817383,53.00950241088867
f7_198c709bc2330590,7,flickr,sage,12348,55.86061477661133,53.43189239501953
f7_198c709bc2330590,7,flickr,sage,12349,52.32312774658203,52.692718505859375
f7_198c709bc2330590,7,flickr,sage,12350,54.54065704345703,54.012672424316406
f7_198c709bc2330590,7,flickr,sage,12351,55.913414001464844,58.130943298339844
f7_198c709bc2330590,7,flickr,sage,12352,55.64942169189453,54.48786163330078
f7_198c709bc2330590,7,flickr,sage,12353,56.96937942504883,54.80464553833008
f7_198c709bc2330590,7,flickr,sage,12354,56.546993255615234,52.692718505859375
f7_21a7b8802cb1c0d5,7,flickr,sage,12345,55.70222091674805,56.17740249633789
f7_21a7b8802cb1c0d5,7,flickr,sage,12346,56.4413948059082,53.85428237915039
f7_21a7b8802cb1c0d5,7,flickr,sage,12347,56.17740249633789,54.91024398803711
f7_21a7b8802cb1c0d5,7,flickr,sage,12348,56.49419403076172,55.3326301574707
f7_21a7b8802cb1c0d5,7,flickr,sage,12349,53.379093170166016,54.27666473388672
f7_21a7b8802cb1c0d5,7,flickr,sage,12350,55.80781555175781,55.01584243774414
f7_21a7b8802cb1c0d5,7,flickr,sage,12351,57.233367919921875,57.55016326904297
f7_21a7b8802cb1c0d5,7,flickr,sage,12352,56.652587890625,55.27983474731445
f7_21a7b8802cb1c0d5,7,flickr,sage,12353,57.180572509765625,54.75185012817383
f7_21a7b8802cb1c0d5,7,flickr,sage,12354,57.49736404418945,55.12144088745117
f7_eb493d3dfe38e919,7,flickr,sage,12345,17.740232467651367,17.68743324279785
f7_eb493d3dfe38e919,7,flickr,sage,12346,18.321014404296875,19.11298942565918
f7_eb493d3dfe38e919,7,flickr,sage,12347,22.650476455688477,21.911298751831055
f7_eb493d3dfe38e919,7,flickr,sage,12348,25.184795379638672,23.600845336914062
f7_eb493d3dfe38e919,7,flickr,sage,12349,21.22492218017578,21.59450912475586
f7_eb493d3dfe38e919,7,flickr,sage,12350,22.122493743896484,20.59134292602539
f7_eb493d3dfe38e919,7,flickr,sage,12351,20.644140243530273,21.48891258239746
f7_eb493d3dfe38e919,7,flickr,sage,12352,22.650476455688477,21.752904891967773
f7_eb493d3dfe38e919,7,flickr,sage,12353,22.492080688476562,21.383316040039062
f7_eb493d3dfe38e919,7,flickr,sage,12354,23.284055709838867,22.492080688476562
f7_0c346238f87c2e18,7,flickr,sage,12345,17.740232467651367,17.68743324279785
f7_0c346238f87c2e18,7,flickr,sage,12346,18.321014404296875,19.11298942565918
f7_0c346238f87c2e18,7,flickr,sage,12347,22.650476455688477,21.911298751831055
f7_0c346238f87c2e18,7,flickr,sage,12348,25.184795379638672,23.600845336914062
f7_0c346238f87c2e18,7,flickr,sage,12349,21.22492218017578,21.59450912475586
f7_0c346238f87c2e18,7,flickr,sage,12350,22.122493743896484,20.59134292602539
f7_0c346238f87c2e18,7,flickr,sage,12351,20.644140243530273,21.48891258239746
f7_0c346238f87c2e18,7,flickr,sage,12352,22.650476455688477,21.752904891967773
f7_0c346238f87c2e18,7,flickr,sage,12353,22.492080688476562,21.383316040039062
f7_0c346238f87c2e18,7,flickr,sage,12354,23.284055709838867,22.492080688476562
f7_e500d17b76b489c2,7,flickr,sage,12345,17.740232467651367,17.68743324279785
f7_e500d17b76b489c2,7,flickr,sage,12346,18.321014404296875,19.11298942565918
f7_e500d17b76b489c2,7,flickr,sage,12347,22.650476455688477,21.911298751831055
f7_e500d17b76b489c2,7,flickr,sage,12348,25.184795379638672,23.600845336914062
f7_e500d17b76b489c2,7,flickr,sage,12349,21.22492218017578,21.59450912475586
f7_e500d17b76b489c2,7,flickr,sage,12350,22.122493743896484,20.59134292602539
f7_e500d17b76b489c2,7,flickr,sage,12351,20.644140243530273,21.48891258239746
f7_e500d17b76b489c2,7,flickr,sage,12352,22.650476455688477,21.752904891967773
f7_e500d17b76b489c2,7,flickr,sage,12353,22.492080688476562,21.383316040039062
f7_e500d17b76b489c2,7,flickr,sage,12354,23.125659942626953,22.33368682861328
f7_a307e029285b11ff,7,flickr,sage,12345,17.740232467651367,17.68743324279785
f7_a307e029285b11ff,7,flickr,sage,12346,18.321014404296875,19.11298942565918
f7_a307e029285b11ff,7,flickr,sage,12347,22.650476455688477,21.911298751831055
f7_a307e029285b11ff,7,flickr,sage,12348,25.184795379638672,23.600845336914062
f7_a307e029285b11ff,7,flickr,sage,12349,21.22492218017578,21.59450912475586
f7_a307e029285b11ff,7,flickr,sage,12350,22.122493743896484,20.59134292602539
f7_a307e029285b11ff,7,flickr,sage,12351,20.644140243530273,21.48891258239746
f7_a307e029285b11ff,7,flickr,sage,12352,22.650476455688477,21.752904891967773
f7_a307e029285b11ff,7,flickr,sage,12353,22.492080688476562,21.383316040039062
f7_a307e029285b11ff,7,flickr,sage,12354,23.125659942626953,22.33368682861328
f7_f5d89ef201fff025,7,flickr,sage,12345,17.740232467651367,17.68743324279785
f7_f5d89ef201fff025,7,flickr,sage,12346,18.321014404296875,19.11298942565918
f7_f5d89ef201fff025,7,flickr,sage,12347,22.650476455688477,21.911298751831055
f7_f5d89ef201fff025,7,flickr,sage,12348,25.184795379638672,23.600845336914062
f7_f5d89ef201fff025,7,flickr,sage,12349,21.22492218017578,21.59450912475586
