point_id,figure_id,dataset,backbone,seed,val_acc,test_acc,source_job_id
f5_e501e72ebf0133fc,5,cora,sage,12352,79.3205337524414,79.76366424560547,dc4c12b779aa
f5_e501e72ebf0133fc,5,cora,sage,12353,75.48005676269531,77.10487365722656,dc4c12b779aa
f5_e501e72ebf0133fc,5,cora,sage,12354,78.13884735107422,79.02510833740234,dc4c12b779aa
f5_0ccd43e8376574a2,5,cora,sage,12345,77.2525863647461,78.72969055175781,dc4c12b779aa
f5_0ccd43e8376574a2,5,cora,sage,12346,77.4002914428711,74.74150848388672,dc4c12b779aa
f5_0ccd43e8376574a2,5,cora,sage,12347,78.87740325927734,78.43426513671875,dc4c12b779aa
f5_0ccd43e8376574a2,5,cora,sage,12348,76.80945587158203,78.28656005859375,dc4c12b779aa
f5_0ccd43e8376574a2,5,cora,sage,12349,79.4682388305664,79.3205337524414,dc4c12b779aa
f5_0ccd43e8376574a2,5,cora,sage,12350,74.74150848388672,71.63958740234375,dc4c12b779aa
f5_0ccd43e8376574a2,5,cora,sage,12351,74.44608306884766,74.44608306884766,dc4c12b779aa
f5_0ccd43e8376574a2,5,cora,sage,12352,79.3205337524414,79.911376953125,dc4c12b779aa
f5_0ccd43e8376574a2,5,cora,sage,12353,75.62776947021484,77.4002914428711,dc4c12b779aa
f5_0ccd43e8376574a2,5,cora,sage,12354,78.43426513671875,78.87740325927734,dc4c12b779aa
f5_32c0f9397746bd05,5,cora,sage,12345,76.95716094970703,80.05908203125,dc4c12b779aa
f5_32c0f9397746bd05,5,cora,sage,12346,77.69571685791016,76.51403045654297,dc4c12b779aa
f5_32c0f9397746bd05,5,cora,sage,12347,78.72969055175781,78.58197784423828,dc4c12b779aa
f5_32c0f9397746bd05,5,cora,sage,12348,76.51403045654297,77.99113464355469,dc4c12b779aa
f5_32c0f9397746bd05,5,cora,sage,12349,80.6499252319336,79.61595153808594,dc4c12b779aa
f5_32c0f9397746bd05,5,cora,sage,12350,74.88921356201172,71.34416198730469,dc4c12b779aa
f5_32c0f9397746bd05,5,cora,sage,12351,75.03692626953125,76.95716094970703,dc4c12b779aa
f5_32c0f9397746bd05,5,cora,sage,12352,79.3205337524414,77.54800415039062,dc4c12b779aa
f5_32c0f9397746bd05,5,cora,sage,12353,75.33235168457031,77.84342956542969,dc4c12b779aa
f5_32c0f9397746bd05,5,cora,sage,12354,78.28656005859375,77.99113464355469,dc4c12b779aa
f5_5a8735cd57871823,5,cora,sage,12345,77.4002914428711,80.35450744628906,dc4c12b779aa
f5_5a8735cd57871823,5,cora,sage,12346,77.10487365722656,75.62776947021484,dc4c12b779aa
f5_5a8735cd57871823,5,cora,sage,12347,78.43426513671875,79.17282104492188,dc4c12b779aa
f5_5a8735cd57871823,5,cora,sage,12348,76.6617431640625,78.72969055175781,dc4c12b779aa
f5_5a8735cd57871823,5,cora,sage,12349,80.50221252441406,79.02510833740234,dc4c12b779aa
f5_5a8735cd57871823,5,cora,sage,12350,75.18463897705078,70.75332641601562,dc4c12b779aa
f5_5a8735cd57871823,5,cora,sage,12351,77.2525863647461,77.2525863647461,dc4c12b779aa
f5_5a8735cd57871823,5,cora,sage,12352,79.17282104492188,77.99113464355469,dc4c12b779aa
f5_5a8735cd57871823,5,cora,sage,12353,75.48005676269531,77.99113464355469,dc4c12b779aa
f5_5a8735cd57871823,5,cora,sage,12354,77.99113464355469,77.84342956542969,dc4c12b779aa
f5_d314bd6590a638e3,5,cora,sage,12345,79.61595153808594,82.27474212646484,dc4c12b779aa
f5_d314bd6590a638e3,5,cora,sage,12346,76.0708999633789,73.70753479003906,dc4c12b779aa
f5_d314bd6590a638e3,5,cora,sage,12347,76.6617431640625,77.10487365722656,dc4c12b779aa
