source,source_manifest,source_job_dir,backbone,dataset,x_eps,x_index,line_label,pipeline,smoother,feature_dim,candidate_id,x_steps,learning_rate,weight_decay,dropout,tao2,test_acc_mean,test_acc_ci_low,test_acc_ci_high,test_acc_std,test_acc_min,test_acc_max,val_acc_mean,val_acc_ci_low,val_acc_ci_high,n,actual_verify_rank,ci_method,point_id,bootstrap_key,bootstrap_val_key
figure1_heter,historical/rebuttal_experiments/figure1_heter/flickr/gcn/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/flickr/gcn/figure3_pipeline4.yaml/dataset=flickr/feature=raw/mechanism=pm/x_eps=3/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,flickr,3.0,5,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,215,2,0.01,0.001,0.25,0.9,53.26293678283692,52.68743437767029,53.83843879699707,1.045887246130164,52.217529296875,55.22703552246094,54.149949645996095,53.325636262893674,54.82590026855468,10,1,bootstrap_95pct,f6_a20bcfe6a48541ef,test|figure1_heter|gcn|flickr|figure3_pipeline4|3.0,val|figure1_heter|gcn|flickr|figure3_pipeline4|3.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/flickr/gcn/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/flickr/gcn/figure3_pipeline4.yaml/dataset=flickr/feature=raw/mechanism=pm/x_eps=4/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,flickr,4.0,6,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,215,2,0.01,0.001,0.25,0.9,52.98838653564453,52.090815715789795,53.88609009742736,1.524196814420515,50.84477615356445,55.12144088745117,53.822600555419925,53.06745187759399,54.50396270751953,10,5,bootstrap_95pct,f6_defbd1994ee67b50,test|figure1_heter|gcn|flickr|figure3_pipeline4|4.0,val|figure1_heter|gcn|flickr|figure3_pipeline4|4.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/flickr/gcn/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/flickr/gcn/figure3_pipeline4.yaml/dataset=flickr/feature=raw/mechanism=pm/x_eps=6/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,flickr,6.0,7,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,215,2,0.01,0.001,0.25,0.9,53.63252639770508,52.82985989570618,54.472150821685794,1.354310978402043,51.74234390258789,55.70222091674805,54.234425735473636,53.574446477890014,54.883844013214116,10,2,bootstrap_95pct,f6_61806698147d0007,test|figure1_heter|gcn|flickr|figure3_pipeline4|6.0,val|figure1_heter|gcn|flickr|figure3_pipeline4|6.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/flickr/gcn/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/flickr/gcn/figure3_pipeline4.yaml/dataset=flickr/feature=raw/mechanism=pm/x_eps=8/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,flickr,8.0,8,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,200,2,0.01,0.0001,0.25,0.9,53.02534484863281,52.433739852905276,53.680176172256466,1.0743012135966683,51.74234390258789,54.91024398803711,53.88067817687988,53.4687183380127,54.32959559440613,10,1,bootstrap_95pct,f6_c1825efe8d3a4334,test|figure1_heter|gcn|flickr|figure3_pipeline4|8.0,val|figure1_heter|gcn|flickr|figure3_pipeline4|8.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/flickr/gcn/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/flickr/gcn/figure3_pipeline4.yaml/dataset=flickr/feature=raw/mechanism=pm/x_eps=10/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,flickr,10.0,9,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,200,2,0.01,0.0001,0.25,0.9,53.35269393920898,52.835270690917966,53.95472790718078,0.9608235015947955,52.53431701660156,55.22703552246094,53.690603256225586,52.776928691864015,54.535376358032224,10,1,bootstrap_95pct,f6_ecb447d8e70358a6,test|figure1_heter|gcn|flickr|figure3_pipeline4|10.0,val|figure1_heter|gcn|flickr|figure3_pipeline4|10.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,0.001,0,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,182,32,0.01,0,0.5,none,26.173682403564452,25.36828788280487,26.9736820268631,1.3652794629957674,24.421051025390625,28.26315689086914,25.605261993408202,25.099735703468323,26.152630047798155,10,1,bootstrap_95pct,f6_e31a890be1c06db5,test|figure1_heter|sage|actor|figure3_pipeline1|0.001,val|figure1_heter|sage|actor|figure3_pipeline1|0.001
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,0.01,1,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,229,64,0.001,0,0.25,none,26.199998664855958,25.573551383018494,26.847498850822447,1.0557849536204025,24.52631378173828,28.15789222717285,25.694736099243165,25.205130615234374,26.289472775459288,10,1,bootstrap_95pct,f6_df7dcd277011c97b,test|figure1_heter|sage|actor|figure3_pipeline1|0.01,val|figure1_heter|sage|actor|figure3_pipeline1|0.01
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,0.1,2,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,242,64,0.0001,0,0.5,none,25.347367095947266,24.62631473064423,26.215788273811338,1.3259721986731798,23.210525512695312,27.578947067260742,25.899998474121094,25.405130033493045,26.442103581428526,10,5,bootstrap_95pct,f6_b52e7b9ca041924c,test|figure1_heter|sage|actor|figure3_pipeline1|0.1,val|figure1_heter|sage|actor|figure3_pipeline1|0.1
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,1.0,3,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,205,32,0.0001,0,0.25,none,26.12631435394287,25.768288059234617,26.563155760765078,0.6956751600212943,25.368419647216797,27.684207916259766,26.221052169799805,25.847236285209657,26.668420605659485,10,2,bootstrap_95pct,f6_8f1ef69adc7bb7af,test|figure1_heter|sage|actor|figure3_pipeline1|1.0,val|figure1_heter|sage|actor|figure3_pipeline1|1.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=2/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,2.0,4,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,250,64,0.0001,0.01,0.25,none,26.07368335723877,25.373683166503906,26.81065727233887,1.2363634238573762,24.52631378173828,28.052631378173828,26.021051979064943,25.473420205116273,26.642499642372133,10,3,bootstrap_95pct,f6_ab232f8d45065781,test|figure1_heter|sage|actor|figure3_pipeline1|2.0,val|figure1_heter|sage|actor|figure3_pipeline1|2.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=3/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,3.0,5,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,205,32,0.0001,0,0.25,none,26.25263042449951,25.68934138298035,26.85276238441467,1.0037787435243046,24.842103958129883,28.052631378173828,26.252630615234374,25.799999232292176,26.794867677688597,10,2,bootstrap_95pct,f6_37a319aad36ed5c5,test|figure1_heter|sage|actor|figure3_pipeline1|3.0,val|figure1_heter|sage|actor|figure3_pipeline1|3.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=4/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,4.0,6,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,244,64,0.0001,0.0001,0.25,none,25.98947238922119,25.3315780544281,26.58960377693176,1.0396269625762893,24.473684310913086,27.3157901763916,26.105262184143065,25.64197238922119,26.652630453109744,10,4,bootstrap_95pct,f6_34e081396a57e7c5,test|figure1_heter|sage|actor|figure3_pipeline1|4.0,val|figure1_heter|sage|actor|figure3_pipeline1|4.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=6/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,6.0,7,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,211,32,0.0001,0.001,0.25,none,25.9947359085083,25.178814539909364,26.80539433002472,1.405360731810053,24.210525512695312,27.94736671447754,26.099998664855956,25.610524554252624,26.647498869895937,10,5,bootstrap_95pct,f6_3881054e0ef82e7c,test|figure1_heter|sage|actor|figure3_pipeline1|6.0,val|figure1_heter|sage|actor|figure3_pipeline1|6.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=8/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,8.0,8,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,213,32,0.0001,0.001,0.75,none,25.952630615234376,25.352498841285705,26.66355218887329,1.1259415869874374,24.473684310913086,28.105262756347656,26.147367095947267,25.747367663383486,26.589734978675843,10,4,bootstrap_95pct,f6_38bf93c86c232af1,test|figure1_heter|sage|actor|figure3_pipeline1|8.0,val|figure1_heter|sage|actor|figure3_pipeline1|8.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,10.0,9,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,178,16,0.0001,0.01,0.25,none,26.026314544677735,25.463025317192077,26.631577315330507,1.0036101095047554,24.6842098236084,27.89473533630371,26.11578826904297,25.731446480751035,26.573682599067688,10,5,bootstrap_95pct,f6_562aae9d2ea5aafe,test|figure1_heter|sage|actor|figure3_pipeline1|10.0,val|figure1_heter|sage|actor|figure3_pipeline1|10.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=0.001/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,0.001,0,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,226,64,0.01,0.01,0.25,none,26.221051025390626,25.673419427871703,26.815787701606748,0.9694626699827026,24.789472579956055,28.15789222717285,25.70526237487793,25.173288440704347,26.29486786365509,10,4,bootstrap_95pct,f6_af64f767a7922629,test|figure1_heter|sage|actor|figure3_pipeline2|0.001,val|figure1_heter|sage|actor|figure3_pipeline2|0.001
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=0.01/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,0.01,1,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,190,32,0.01,0.01,0.25,none,25.989472007751466,25.389340438842773,26.695129876136782,1.0924621834141348,24.473684310913086,28.15789222717285,25.62631435394287,25.089340443611146,26.268551602363587,10,5,bootstrap_95pct,f6_126380848a2bac2b,test|figure1_heter|sage|actor|figure3_pipeline2|0.01,val|figure1_heter|sage|actor|figure3_pipeline2|0.01
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=0.1/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,0.1,2,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,188,32,0.01,0.001,0.5,none,26.378946113586426,25.72078827857971,27.100130038261412,1.1541137856345138,25.210527420043945,28.26315689086914,25.64736728668213,25.215788455009463,26.19486636161804,10,4,bootstrap_95pct,f6_de9f6c4dc7a7b79d,test|figure1_heter|sage|actor|figure3_pipeline2|0.1,val|figure1_heter|sage|actor|figure3_pipeline2|0.1
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=1/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,1.0,3,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,202,32,0.001,0.01,0.25,none,26.305262184143068,25.789341006278992,26.93697296619415,0.9605324593797208,25.052631378173828,28.105262756347656,26.110525703430177,25.447105069160465,26.737105112075806,10,1,bootstrap_95pct,f6_b529e93e7b9cca7e,test|figure1_heter|sage|actor|figure3_pipeline2|1.0,val|figure1_heter|sage|actor|figure3_pipeline2|1.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=2/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,2.0,4,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,200,32,0.001,0.001,0.5,none,25.9842098236084,25.273683547973633,26.71644635677338,1.2022469854244822,23.6842098236084,27.89473533630371,26.1526309967041,25.599999041557314,26.747368054389952,10,4,bootstrap_95pct,f6_a86b4171378347f3,test|figure1_heter|sage|actor|figure3_pipeline2|2.0,val|figure1_heter|sage|actor|figure3_pipeline2|2.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=3/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,3.0,5,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,211,32,0.0001,0.001,0.25,none,26.226314735412597,25.55249904155731,26.92644630432129,1.176629033211978,24.157894134521484,28.368419647216797,26.268419456481933,25.868156294822693,26.657892994880676,10,4,bootstrap_95pct,f6_7e27435d12d0c74a,test|figure1_heter|sage|actor|figure3_pipeline2|3.0,val|figure1_heter|sage|actor|figure3_pipeline2|3.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=4/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,4.0,6,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,157,16,0.001,0,0.25,none,25.415788078308104,24.826182770729062,26.100524401664735,1.0847292843928422,23.842103958129883,27.736839294433594,26.47368335723877,26.0049995803833,26.99486766338348,10,3,bootstrap_95pct,f6_1c59e1c200bb45e0,test|figure1_heter|sage|actor|figure3_pipeline2|4.0,val|figure1_heter|sage|actor|figure3_pipeline2|4.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=6/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,6.0,7,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,201,32,0.001,0.001,0.75,none,26.21052494049072,25.59986690044403,26.978945932388307,1.2769715897740181,24.94736671447754,29.210525512695312,26.16315689086914,25.610525498390196,26.77894650936127,10,1,bootstrap_95pct,f6_5530b925eb51db21,test|figure1_heter|sage|actor|figure3_pipeline2|6.0,val|figure1_heter|sage|actor|figure3_pipeline2|6.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=8/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,8.0,8,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,159,16,0.001,0,0.75,none,25.999999046325684,25.547235517501832,26.568683929443356,0.9014202273497897,25.105262756347656,28.105262756347656,26.18947238922119,25.763156700134278,26.615919842720032,10,5,bootstrap_95pct,f6_a9d47c29a9e8ac4a,test|figure1_heter|sage|actor|figure3_pipeline2|8.0,val|figure1_heter|sage|actor|figure3_pipeline2|8.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,sage,actor,10.0,9,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,252,64,0.0001,0.01,0.75,none,26.147367477416992,25.399999232292178,26.884603996276855,1.3043478105230797,24.63157844543457,28.21052360534668,26.05263023376465,25.636709246635437,26.526313977241514,10,3,bootstrap_95pct,f6_4af85a66d6641dfd,test|figure1_heter|sage|actor|figure3_pipeline2|10.0,val|figure1_heter|sage|actor|figure3_pipeline2|10.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,0.001,0,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1090,64,0.01,0,0.5,0.9,26.15789375305176,25.494604511260984,26.890130462646486,1.1968456102853597,24.6842098236084,28.15789222717285,25.63157787322998,25.126314344406126,26.142235174179074,10,1,bootstrap_95pct,f6_83ce571bea6d14ac,test|figure1_heter|sage|actor|figure3_pipeline3|0.001,val|figure1_heter|sage|actor|figure3_pipeline3|0.001
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,0.01,1,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1084,64,0.01,0,0.25,0.7,26.11578826904297,25.331445736885073,26.858288483619692,1.2974868854452337,24.052629470825195,28.105262756347656,25.715788269042967,25.215656509399412,26.28960359573364,10,5,bootstrap_95pct,f6_14b2b0994530bfa1,test|figure1_heter|sage|actor|figure3_pipeline3|0.01,val|figure1_heter|sage|actor|figure3_pipeline3|0.01
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,0.1,2,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1136,64,0.01,0.01,0.75,0.1,26.29999885559082,25.563024954795836,27.089471821784972,1.298967894077227,24.105262756347656,28.21052360534668,25.78420944213867,25.299867100715637,26.305262184143068,10,5,bootstrap_95pct,f6_ec190aee9ddfb6a7,test|figure1_heter|sage|actor|figure3_pipeline3|0.1,val|figure1_heter|sage|actor|figure3_pipeline3|0.1
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,1.0,3,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1130,64,0.01,0.01,0.25,0.9,25.884209442138673,25.226313967704773,26.57960475444794,1.168953568091139,23.94736671447754,28.526315689086914,26.19999828338623,25.66302436351776,26.789472007751463,10,1,bootstrap_95pct,f6_16917361fc41255c,test|figure1_heter|sage|actor|figure3_pipeline3|1.0,val|figure1_heter|sage|actor|figure3_pipeline3|1.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=2/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,2.0,4,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1125,64,0.01,0.001,0.75,0.9,25.90526237487793,25.30513060092926,26.52631530761719,1.0586964329329134,24.842103958129883,27.63157844543457,26.342104148864745,25.91052493095398,26.80539412498474,10,5,bootstrap_95pct,f6_fc5ac4d8c7153342,test|figure1_heter|sage|actor|figure3_pipeline3|2.0,val|figure1_heter|sage|actor|figure3_pipeline3|2.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=3/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,3.0,5,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1100,64,0.01,0.0001,0.25,0.9,26.07894649505615,25.578946681022646,26.652762198448183,0.9363391383433401,24.999998092651367,27.89473533630371,26.431578063964842,25.87868333816528,27.000393600463866,10,1,bootstrap_95pct,f6_09d7af573129b5be,test|figure1_heter|sage|actor|figure3_pipeline3|3.0,val|figure1_heter|sage|actor|figure3_pipeline3|3.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=4/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,4.0,6,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,934,32,0.01,0.001,0.25,0.7,26.115788078308107,25.473287496566773,26.858156337738038,1.1934464619143736,24.52631378173828,28.15789222717285,26.136840438842775,25.605262155532834,26.67368184566498,10,1,bootstrap_95pct,f6_7eca0a1a08c7bf4e,test|figure1_heter|sage|actor|figure3_pipeline3|4.0,val|figure1_heter|sage|actor|figure3_pipeline3|4.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=6/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,6.0,7,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1020,32,0.001,0.01,0.75,0.9,26.099999046325685,25.59473571777344,26.621051406860353,0.8581977116959814,24.842103958129883,27.473682403564453,26.47368335723877,25.889341940879824,27.073682980537413,10,3,bootstrap_95pct,f6_9a150e1512441cc0,test|figure1_heter|sage|actor|figure3_pipeline3|6.0,val|figure1_heter|sage|actor|figure3_pipeline3|6.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=8/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,8.0,8,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1170,64,0.001,0.0001,0.75,0.9,25.931577491760255,25.105130400657654,26.816051602363586,1.3847540187117797,23.89473533630371,28.15789222717285,26.499999046325684,26.026183347702027,26.989604167938232,10,2,bootstrap_95pct,f6_d6a7ca048bed8860,test|figure1_heter|sage|actor|figure3_pipeline3|8.0,val|figure1_heter|sage|actor|figure3_pipeline3|8.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,10.0,9,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,750,16,0.01,0.0001,0.75,0.9,26.152630233764647,25.57342019557953,26.852893385887146,1.066126552589093,25.105262756347656,28.421051025390625,26.373682975769043,25.936841197013855,26.847366714477538,10,2,bootstrap_95pct,f6_208dedc133e10552,test|figure1_heter|sage|actor|figure3_pipeline3|10.0,val|figure1_heter|sage|actor|figure3_pipeline3|10.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline4.yaml/dataset=actor/feature=raw/mechanism=pm/x_eps=0.001/m=best/norm=false/smoother=hoa/backbone=sage/use_nfr=true,sage,actor,0.001,0,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,1135,64,0.01,0.01,0.5,0.9,26.357893562316896,25.694603567123416,27.058025512695313,1.2240033897141749,24.6842098236084,28.31578826904297,25.678946876525877,25.110526075363158,26.247368240356444,10,4,bootstrap_95pct,f6_bfeeff82a5bce66e,test|figure1_heter|sage|actor|figure3_pipeline4|0.001,val|figure1_heter|sage|actor|figure3_pipeline4|0.001
