source,source_manifest,source_job_dir,backbone,dataset,x_eps,x_index,line_label,pipeline,smoother,feature_dim,candidate_id,x_steps,learning_rate,weight_decay,dropout,tao2,test_acc_mean,test_acc_ci_low,test_acc_ci_high,test_acc_std,test_acc_min,test_acc_max,val_acc_mean,val_acc_ci_low,val_acc_ci_high,n,actual_verify_rank,ci_method,point_id,bootstrap_key,bootstrap_val_key
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,0.001,0,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,206,32,0.0001,0,0.5,none,25.37894649505615,24.220788636207583,26.37894630432129,1.857960226019954,22.157894134521484,28.0,25.115788459777832,24.557893371582033,25.689604730606078,10,5,bootstrap_95pct,f6_3c397a6ca91f8aa3,test|figure1_heter|gcn|actor|figure3_pipeline1|0.001,val|figure1_heter|gcn|actor|figure3_pipeline1|0.001
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,0.01,1,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,214,32,0.0001,0.01,0.25,none,25.426314544677734,24.246840777397153,26.31105125427246,1.72509767579631,21.368419647216797,27.368419647216797,24.76842041015625,23.58302524089813,25.768551998138427,10,1,bootstrap_95pct,f6_8abe6985b611173f,test|figure1_heter|gcn|actor|figure3_pipeline1|0.01,val|figure1_heter|gcn|actor|figure3_pipeline1|0.01
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,0.1,2,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,241,64,0.0001,0,0.25,none,25.1368408203125,24.33657784938812,26.05276162147522,1.4414173538176256,22.6842098236084,27.421051025390625,25.473683547973632,25.042104716300965,25.968683943748474,10,5,bootstrap_95pct,f6_4a5f014428e1fabd,test|figure1_heter|gcn|actor|figure3_pipeline1|0.1,val|figure1_heter|gcn|actor|figure3_pipeline1|0.1
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,1.0,3,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,194,32,0.001,0,0.5,none,25.778946113586425,25.45789318084717,26.105393743515013,0.5764433819207031,25.105262756347656,26.52631378173828,26.268419647216795,25.778815093040468,26.784472217559816,10,4,bootstrap_95pct,f6_097315668d4615ff,test|figure1_heter|gcn|actor|figure3_pipeline1|1.0,val|figure1_heter|gcn|actor|figure3_pipeline1|1.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=2/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,2.0,4,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,168,16,0.001,0.01,0.75,none,25.631578063964845,25.078946485519406,26.337104544639587,1.0751968640959366,24.210525512695312,28.26315689086914,25.873683547973634,25.442104716300964,26.28434157371521,10,1,bootstrap_95pct,f6_ce3a07273cb67eff,test|figure1_heter|gcn|actor|figure3_pipeline1|2.0,val|figure1_heter|gcn|actor|figure3_pipeline1|2.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=3/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,3.0,5,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,170,16,0.0001,0,0.5,none,25.157893562316893,24.615788073539736,25.68434082984924,0.9437877327846071,23.31578826904297,26.736841201782227,25.773683166503908,25.28907784461975,26.273815298080443,10,5,bootstrap_95pct,f6_0f10dd532dceb51f,test|figure1_heter|gcn|actor|figure3_pipeline1|3.0,val|figure1_heter|gcn|actor|figure3_pipeline1|3.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=4/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,4.0,6,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,123,8,0.001,0,0.75,none,24.88420925140381,24.362630205154417,25.394866914749144,0.9388173705486067,23.368419647216797,26.26315689086914,25.63157730102539,25.305261416435243,25.95789318561554,10,3,bootstrap_95pct,f6_c30943a79e2c4d67,test|figure1_heter|gcn|actor|figure3_pipeline1|4.0,val|figure1_heter|gcn|actor|figure3_pipeline1|4.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=6/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,6.0,7,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,203,32,0.001,0.01,0.5,none,25.91052532196045,25.526184091567995,26.368683557510376,0.7203885712863399,25.15789222717285,27.63157844543457,26.00526237487793,25.457893943786623,26.552762570381166,10,5,bootstrap_95pct,f6_d4e8ab5e174c16cc,test|figure1_heter|gcn|actor|figure3_pipeline1|6.0,val|figure1_heter|gcn|actor|figure3_pipeline1|6.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=8/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,8.0,8,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,165,16,0.001,0.001,0.75,none,25.447367477416993,25.11052550792694,25.75789394378662,0.5653644492180906,24.63157844543457,26.210525512695312,26.13157787322998,25.54170922756195,26.700262203216553,10,1,bootstrap_95pct,f6_b8e597ba13eb10a3,test|figure1_heter|gcn|actor|figure3_pipeline1|8.0,val|figure1_heter|gcn|actor|figure3_pipeline1|8.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,10.0,9,$\mathsf{LPGNN}$,figure3_pipeline1,kprop,,240,64,0.001,0.01,0.75,none,26.18947277069092,25.41052531719208,26.989998903274536,1.328059842165268,24.31578826904297,28.736841201782227,25.91578826904297,25.36842002391815,26.432236137390138,10,1,bootstrap_95pct,f6_945fa0c0d6600937,test|figure1_heter|gcn|actor|figure3_pipeline1|10.0,val|figure1_heter|gcn|actor|figure3_pipeline1|10.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=0.001/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,0.001,0,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,79,4,0.01,0.001,0.25,none,24.642104148864746,23.636841197013855,25.557893562316895,1.7782240955405417,20.421051025390625,26.473682403564453,24.110525703430177,23.120657057762145,24.973815317153928,10,3,bootstrap_95pct,f6_7582ead3b0c417ea,test|figure1_heter|gcn|actor|figure3_pipeline2|0.001,val|figure1_heter|gcn|actor|figure3_pipeline2|0.001
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=0.01/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,0.01,1,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,202,32,0.001,0.01,0.25,none,26.205261611938475,25.489340252876282,26.94736671447754,1.2952667050245894,23.842103958129883,28.21052360534668,25.773683738708495,25.33144666671753,26.247499628067015,10,4,bootstrap_95pct,f6_7d0b6dcb30a606c3,test|figure1_heter|gcn|actor|figure3_pipeline2|0.01,val|figure1_heter|gcn|actor|figure3_pipeline2|0.01
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=0.1/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,0.1,2,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,118,8,0.01,0.01,0.25,none,26.068420028686525,25.48934081554413,26.705525717735288,1.029587435282944,24.789472579956055,27.789474487304688,25.66841983795166,25.110525131225586,26.263419671058656,10,4,bootstrap_95pct,f6_5df64ddf8c21ce40,test|figure1_heter|gcn|actor|figure3_pipeline2|0.1,val|figure1_heter|gcn|actor|figure3_pipeline2|0.1
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=1/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,1.0,3,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,163,16,0.001,0.001,0.25,none,25.44736728668213,24.92105158805847,26.015920028686523,0.9383095910897572,24.31578826904297,27.210525512695312,25.71052494049072,25.35789336681366,26.036840448379518,10,3,bootstrap_95pct,f6_88f0199c2ce1d81d,test|figure1_heter|gcn|actor|figure3_pipeline2|1.0,val|figure1_heter|gcn|actor|figure3_pipeline2|1.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=2/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,2.0,4,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,234,64,0.001,0.0001,0.75,none,26.136841201782225,25.510393743515017,26.84749886035919,1.130238675900058,25.052631378173828,28.421051025390625,25.90526237487793,25.442104330062865,26.4214470911026,10,2,bootstrap_95pct,f6_c7962d2cfd64de64,test|figure1_heter|gcn|actor|figure3_pipeline2|2.0,val|figure1_heter|gcn|actor|figure3_pipeline2|2.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=3/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,3.0,5,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,204,32,0.001,0.01,0.75,none,25.84736728668213,25.426182961463926,26.278946304321288,0.7307395684581143,24.999998092651367,26.999998092651367,26.184209632873536,25.67315722942352,26.73697334289551,10,1,bootstrap_95pct,f6_44ef31932b4801b2,test|figure1_heter|gcn|actor|figure3_pipeline2|3.0,val|figure1_heter|gcn|actor|figure3_pipeline2|3.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=4/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,4.0,6,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,158,16,0.001,0,0.5,none,25.72105140686035,25.3052619934082,26.189604153633116,0.7468206484676602,24.789472579956055,26.736841201782227,25.942103767395018,25.484209060668945,26.394735527038574,10,2,bootstrap_95pct,f6_31a5d878a24f273d,test|figure1_heter|gcn|actor|figure3_pipeline2|4.0,val|figure1_heter|gcn|actor|figure3_pipeline2|4.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=6/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,6.0,7,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,204,32,0.001,0.01,0.75,none,26.173683166503906,25.689341020584106,26.736840825080872,0.9139823664850374,25.052631378173828,27.89473533630371,25.942103767395018,25.436708488464355,26.55802439689636,10,3,bootstrap_95pct,f6_d66071b50d0339aa,test|figure1_heter|gcn|actor|figure3_pipeline2|6.0,val|figure1_heter|gcn|actor|figure3_pipeline2|6.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=8/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,8.0,8,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,251,64,0.0001,0.01,0.5,none,25.93157787322998,25.363025126457213,26.61065689563751,1.0908416156165184,24.842103958129883,28.368419647216797,25.757893753051757,25.29986728668213,26.326446504592894,10,2,bootstrap_95pct,f6_6c237212aff81274,test|figure1_heter|gcn|actor|figure3_pipeline2|8.0,val|figure1_heter|gcn|actor|figure3_pipeline2|8.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,gcn,actor,10.0,9,$\mathsf{PrivGE}$,figure3_pipeline2,kprop,,234,64,0.001,0.0001,0.75,none,25.836840438842774,25.384209055900573,26.294866900444028,0.825661794658489,24.26315689086914,27.157894134521484,25.810525703430176,25.299999232292176,26.310657291412355,10,5,bootstrap_95pct,f6_e20088a5d13fe60b,test|figure1_heter|gcn|actor|figure3_pipeline2|10.0,val|figure1_heter|gcn|actor|figure3_pipeline2|10.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,0.001,0,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1140,64,0.01,0.01,0.75,0.9,25.56315689086914,24.636051917076113,26.442103958129884,1.5518230134515685,22.36842155456543,27.89473533630371,25.178946685791015,24.115130949020383,26.005789246559143,10,5,bootstrap_95pct,f6_97031ca4e4bd9b46,test|figure1_heter|gcn|actor|figure3_pipeline3|0.001,val|figure1_heter|gcn|actor|figure3_pipeline3|0.001
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,0.01,1,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1138,64,0.01,0.01,0.75,0.5,25.75263042449951,24.84197238445282,26.55276237487793,1.5118389554550429,22.26315689086914,27.842103958129883,25.24210376739502,24.199340958595275,26.089603581428527,10,5,bootstrap_95pct,f6_8c378aa17e1c4496,test|figure1_heter|gcn|actor|figure3_pipeline3|0.01,val|figure1_heter|gcn|actor|figure3_pipeline3|0.01
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=0.1/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,0.1,2,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,949,32,0.01,0.01,0.25,0.7,25.910525703430174,25.415657062530517,26.515920805931092,0.9421729438057166,24.89473533630371,27.789474487304688,25.857893562316896,25.399999032020567,26.34223591327667,10,3,bootstrap_95pct,f6_bec18313b928662c,test|figure1_heter|gcn|actor|figure3_pipeline3|0.1,val|figure1_heter|gcn|actor|figure3_pipeline3|0.1
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,1.0,3,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,586,8,0.01,0.01,0.25,0.1,24.847366905212404,23.915788645744325,25.96881362915039,1.7267018592792398,22.842103958129883,27.736839294433594,25.157894134521484,24.710394120216367,25.657894330024718,10,4,bootstrap_95pct,f6_c5a7e09fbc1fd723,test|figure1_heter|gcn|actor|figure3_pipeline3|1.0,val|figure1_heter|gcn|actor|figure3_pipeline3|1.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=2/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,2.0,4,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,923,32,0.01,0.0001,0.5,0.5,25.652630615234376,25.031446480751036,26.41592059612274,1.1488752408793461,24.368419647216797,28.26315689086914,25.736841011047364,25.304998850822447,26.278946304321288,10,5,bootstrap_95pct,f6_34a3726fd0c76965,test|figure1_heter|gcn|actor|figure3_pipeline3|2.0,val|figure1_heter|gcn|actor|figure3_pipeline3|2.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=3/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,3.0,5,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,1126,64,0.01,0.01,0.25,0.1,26.1263147354126,25.584209442138672,26.715789041519166,0.9815784836459923,24.789472579956055,28.15789222717285,25.931578063964842,25.405262184143066,26.510525135993955,10,1,bootstrap_95pct,f6_75083e9e50698b9c,test|figure1_heter|gcn|actor|figure3_pipeline3|3.0,val|figure1_heter|gcn|actor|figure3_pipeline3|3.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=4/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,4.0,6,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,727,16,0.01,0,0.5,0.3,25.3368408203125,24.747367272377012,25.942236075401304,1.0032879797236764,23.736841201782227,26.6842098236084,25.863157272338867,25.368288640975955,26.452631192207335,10,5,bootstrap_95pct,f6_31edde76da64d617,test|figure1_heter|gcn|actor|figure3_pipeline3|4.0,val|figure1_heter|gcn|actor|figure3_pipeline3|4.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=6/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,6.0,7,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,952,32,0.01,0.01,0.5,0.3,26.04736747741699,25.215393528938293,26.86855179786682,1.3108565633346823,24.052629470825195,28.052631378173828,25.836840629577637,25.37355083465576,26.33170871257782,10,1,bootstrap_95pct,f6_caa21ca64a4aad6d,test|figure1_heter|gcn|actor|figure3_pipeline3|6.0,val|figure1_heter|gcn|actor|figure3_pipeline3|6.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=8/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,8.0,8,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,946,32,0.01,0.01,0.25,0.1,25.668419456481935,25.173682403564452,26.200129857063292,0.8729899159905449,24.052629470825195,27.421051025390625,25.947367095947264,25.331183137893678,26.657892808914188,10,1,bootstrap_95pct,f6_ef8d10fb49da5011,test|figure1_heter|gcn|actor|figure3_pipeline3|8.0,val|figure1_heter|gcn|actor|figure3_pipeline3|8.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline3.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,10.0,9,$\mathsf{UPGNet\text{-}MBM}$,figure3_pipeline3,hoa,,752,16,0.01,0.001,0.25,0.3,26.26841983795166,25.615657439231875,27.02118281364441,1.2436231027805498,24.0,28.052631378173828,25.773683738708495,25.18421001434326,26.35263062953949,10,3,bootstrap_95pct,f6_198bf189b2ff161c,test|figure1_heter|gcn|actor|figure3_pipeline3|10.0,val|figure1_heter|gcn|actor|figure3_pipeline3|10.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline4.yaml/dataset=actor/feature=raw/mechanism=pm/x_eps=0.001/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,0.001,0,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,753,16,0.01,0.001,0.25,0.5,24.48947238922119,23.93684081554413,25.005261993408205,0.901778401559008,22.421051025390625,25.6842098236084,24.95263042449951,24.34736728191376,25.537104353904724,10,3,bootstrap_95pct,f6_94f56900b6d72c5d,test|figure1_heter|gcn|actor|figure3_pipeline4|0.001,val|figure1_heter|gcn|actor|figure3_pipeline4|0.001
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline4.yaml/dataset=actor/feature=raw/mechanism=pm/x_eps=0.01/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,0.01,1,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,1112,64,0.01,0.001,0.25,0.3,26.38947296142578,25.82105197429657,26.95263080596924,0.968001249550404,25.368419647216797,28.105262756347656,25.642103958129884,25.163156509399414,26.221182799339296,10,3,bootstrap_95pct,f6_097f3455b843052e,test|figure1_heter|gcn|actor|figure3_pipeline4|0.01,val|figure1_heter|gcn|actor|figure3_pipeline4|0.01
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline4.yaml/dataset=actor/feature=raw/mechanism=pm/x_eps=0.1/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,0.1,2,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,1200,64,0.001,0.01,0.75,0.9,25.310524940490723,24.489209241867066,26.316051235198977,1.5287233922842909,23.052629470825195,28.21052360534668,25.742104148864748,25.18907783985138,26.278946499824524,10,2,bootstrap_95pct,f6_29f9eb77600c31e3,test|figure1_heter|gcn|actor|figure3_pipeline4|0.1,val|figure1_heter|gcn|actor|figure3_pipeline4|0.1
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline4.yaml/dataset=actor/feature=raw/mechanism=pm/x_eps=1/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,1.0,3,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,948,32,0.01,0.01,0.25,0.5,25.036841011047365,24.494735713005067,25.489604716300963,0.8296040731006584,23.368419647216797,26.421052932739258,26.468419456481932,25.79473551750183,27.15276180744171,10,4,bootstrap_95pct,f6_acbe584bee96fe9c,test|figure1_heter|gcn|actor|figure3_pipeline4|1.0,val|figure1_heter|gcn|actor|figure3_pipeline4|1.0
figure1_heter,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline4.yaml/manifest.csv,historical/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline4.yaml/dataset=actor/feature=raw/mechanism=pm/x_eps=2/m=best/norm=false/smoother=hoa/backbone=gcn/use_nfr=true,gcn,actor,2.0,4,$\mathsf{UPGNet\text{-}PM}$,figure3_pipeline4,hoa,,1118,64,0.01,0.001,0.5,0.5,25.615788078308107,24.673683161735536,26.52644555568695,1.5526163884076494,22.736841201782227,28.15789222717285,25.83157844543457,25.35263175010681,26.36315652370453,10,3,bootstrap_95pct,f6_85bd388cfc0467c2,test|figure1_heter|gcn|actor|figure3_pipeline4|2.0,val|figure1_heter|gcn|actor|figure3_pipeline4|2.0
